PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ADIPO_ASC_WT_SN_WO_1.raw.PG.MS1Quantity	[2] ADIPO_ASC_WT_SN_WO_2.raw.PG.MS1Quantity	[3] ADIPO_ASC_WT_SN_WO_3.raw.PG.MS1Quantity	[4] ADIPO_ASC_WT_SN_Light_1.raw.PG.MS1Quantity	[5] ADIPO_ASC_WT_SN_Light_2.raw.PG.MS1Quantity	[6] ADIPO_ASC_WT_SN_Light_3.raw.PG.MS1Quantity	[7] ADIPO_ASC_TLR10_LOV_SN_WO_1.raw.PG.MS1Quantity	[8] ADIPO_ASC_TLR10_LOV_SN_WO_2.raw.PG.MS1Quantity	[9] ADIPO_ASC_TLR10_LOV_SN_WO_3.raw.PG.MS1Quantity	[10] ADIPO_ASC_TLR10_LOV_SN_Light_1.raw.PG.MS1Quantity	[11] ADIPO_ASC_TLR10_LOV_SN_Light_2.raw.PG.MS1Quantity	[12] ADIPO_ASC_TLR10_LOV_SN_Light_3.raw.PG.MS1Quantity	[1] ADIPO_ASC_WT_SN_WO_1.raw.PG.MS2Quantity	[2] ADIPO_ASC_WT_SN_WO_2.raw.PG.MS2Quantity	[3] ADIPO_ASC_WT_SN_WO_3.raw.PG.MS2Quantity	[4] ADIPO_ASC_WT_SN_Light_1.raw.PG.MS2Quantity	[5] ADIPO_ASC_WT_SN_Light_2.raw.PG.MS2Quantity	[6] ADIPO_ASC_WT_SN_Light_3.raw.PG.MS2Quantity	[7] ADIPO_ASC_TLR10_LOV_SN_WO_1.raw.PG.MS2Quantity	[8] ADIPO_ASC_TLR10_LOV_SN_WO_2.raw.PG.MS2Quantity	[9] ADIPO_ASC_TLR10_LOV_SN_WO_3.raw.PG.MS2Quantity	[10] ADIPO_ASC_TLR10_LOV_SN_Light_1.raw.PG.MS2Quantity	[11] ADIPO_ASC_TLR10_LOV_SN_Light_2.raw.PG.MS2Quantity	[12] ADIPO_ASC_TLR10_LOV_SN_Light_3.raw.PG.MS2Quantity
Q9HD34	LYRM4	Homo sapiens	LYR motif-containing protein 4	LYRM4_HUMAN	1	1	1	True	6788,4921875	11151,935546875	14581,5615234375	NaN	7970,857421875	NaN	5315,19677734375	2751,421875	3746,559326171875	4817,61083984375	7072,287109375	1411,5672607421875	3063,28515625	1709,6533203125	2657,797119140625	NaN	2418,517333984375	1306,1072998046875	1705,96337890625	2271,361572265625	1229,6588134765625	745,5011596679688	1362,8074951171875	725,32958984375
Q9HD42	CHMP1A	Homo sapiens	Charged multivesicular body protein 1a	CHM1A_HUMAN	6	6	6	False	55057,8515625	30713,05859375	22650,056640625	53202,60546875	38368,53125	38760,23828125	48187,67578125	40040,4375	31566,98828125	52282,86328125	42033,53125	47834,1875	10371,6923828125	8375,44921875	8593,2314453125	12152,5244140625	10436,9873046875	11456,2802734375	12747,0234375	10092,8896484375	10344,9931640625	12895,1396484375	11767,8984375	12402,7626953125
Q9HD45	TM9SF3	Homo sapiens	Transmembrane 9 superfamily member 3	TM9S3_HUMAN	1	1	1	True	NaN	NaN	NaN	0,8686518669128418	NaN	NaN	NaN	NaN	NaN	1,1811034679412842	NaN	1	344,7066955566406	421,7365417480469	2343,708251953125	1178,4354248046875	1433,038818359375	1929,7666015625	NaN	236,6771240234375	NaN	434,3968505859375	NaN	570,2304077148438
Q9HDC9;Q9HDC9-2	APMAP	Homo sapiens	Adipocyte plasma membrane-associated protein;Isoform 2 of Adipocyte plasma membrane-associated protein	APMAP_HUMAN	2	2	2	False	NaN	NaN	3714,843994140625	2096,084716796875	NaN	NaN	19348,318359375	NaN	9514,728515625	3264,90625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28,903240203857422	NaN	39,63616943359375	2,9266016483306885	NaN	NaN
Q9NNW7;Q9NNW7-2	TXNRD2	Homo sapiens	Thioredoxin reductase 2, mitochondrial;Isoform 2 of Thioredoxin reductase 2, mitochondrial	TRXR2_HUMAN	7	7	7	True	31699,708984375	38778,0390625	15010,98828125	33903,21875	24690,5625	17136,732421875	21121,275390625	8057,9716796875	5397,53076171875	15632,0556640625	16210,2939453125	8554,4580078125	11168,2626953125	11410,81640625	7971,94189453125	8944,2373046875	11799,427734375	5407,0703125	4992,6728515625	2365,4990234375	3388,537353515625	6141,00390625	5275,5263671875	3013,251220703125
Q9NP61;Q9NP61-2	ARFGAP3	Homo sapiens	ADP-ribosylation factor GTPase-activating protein 3;Isoform 2 of ADP-ribosylation factor GTPase-activating protein 3	ARFG3_HUMAN	4	4	4	False	2523,031494140625	2082,642333984375	4416,37646484375	2805,98828125	3397,104248046875	9571,8759765625	2283,351806640625	2532,57666015625	4682,8046875	1778,8621826171875	NaN	3021,84814453125	4940,88525390625	3333,17529296875	4071,87744140625	4236,50927734375	4109,0126953125	4498,21435546875	3201,364990234375	2652,386474609375	5364,17919921875	3768,705078125	3481,755859375	3675,841552734375
Q9NP74	PALMD	Homo sapiens	Palmdelphin	PALMD_HUMAN	1	1	1	False	2332,283203125	1592,8583984375	4695,45703125	3340,216796875	NaN	3260,564453125	NaN	NaN	NaN	2124,044189453125	NaN	NaN	5228,6259765625	2658,787109375	3155,35009765625	2096,193115234375	2503,2724609375	3874,236572265625	959,03466796875	670,6973876953125	NaN	1785,086669921875	NaN	493,9794921875
Q9NP77;Q9NP77-2	SSU72	Homo sapiens	RNA polymerase II subunit A C-terminal domain phosphatase SSU72;Isoform 2 of RNA polymerase II subunit A C-terminal domain phosphatase SSU72	SSU72_HUMAN	1	1	1	True	1135,361083984375	NaN	NaN	2431,352783203125	2215,5869140625	NaN	768,4309692382812	NaN	0,4679039418697357	4082,75146484375	NaN	6738,06298828125	3184,3828125	2959,72412109375	1918,978759765625	2803,786865234375	2369,2470703125	3890,037841796875	3152,166015625	NaN	2200,81103515625	3853,31103515625	NaN	5281,45556640625
Q9NP79	VTA1	Homo sapiens	Vacuolar protein sorting-associated protein VTA1 homolog	VTA1_HUMAN	10	10	10	True	14708,4228515625	12502,5029296875	11854,8720703125	21848,060546875	12872,359375	14559,3720703125	24593,88671875	19059,078125	11678,892578125	22201,330078125	12120,134765625	17133,015625	14379,291015625	12337,2578125	11316,71875	18255,541015625	16732,84765625	16538,2734375	24415,638671875	15019,4736328125	12677,9169921875	23569,330078125	20954,73046875	21208,068359375
Q9NP84	TNFRSF12A	Homo sapiens	Tumor necrosis factor receptor superfamily member 12A	TNR12_HUMAN	2	2	2	True	112957,140625	75927,234375	135770,328125	164459,625	129766,015625	174827,5	49307,17578125	73447,3984375	151001,765625	73448,2265625	68721,28125	127946,96875	39425,81640625	17777,2109375	31089,015625	50124,10546875	20877,462890625	40935,921875	9724,4814453125	18236,474609375	39776,89453125	21120,796875	6674,896484375	32448,78125
Q9NP97	DYNLRB1	Homo sapiens	Dynein light chain roadblock-type 1	DLRB1_HUMAN	7	9	9	False	390152,25	246301	262931,65625	293368,90625	284628,125	283467,3125	336241,8125	290096,46875	284033,75	300182,125	323777,4375	290816,46875	73614,390625	51536,92578125	50313,578125	56528,80859375	55829,36328125	65225,1015625	76701,921875	53064,68359375	68965,5859375	72068,015625	61514,41796875	65237,234375
Q9NPA8-2	ENY2	Homo sapiens	Isoform 2 of Transcription and mRNA export factor ENY2	ENY2_HUMAN	4	4	4	False	42083,828125	35737,19140625	35515,9921875	42450,390625	38657,84765625	28874,58984375	45904,78515625	29139,41796875	14981,451171875	46533,98828125	39233,46875	38986,3515625	12973,994140625	10116,8994140625	10086,0263671875	11397,875	12383,140625	11452,8251953125	11749,9521484375	10694,220703125	8431,8720703125	10762,17578125	9010,97265625	10944,556640625
Q9NPC4	A4GALT	Homo sapiens	Lactosylceramide 4-alpha-galactosyltransferase	A4GAT_HUMAN	3	3	3	False	42814,546875	29738,708984375	24325,599609375	12869,54296875	4539,72119140625	11710,5048828125	67618,3359375	43603,38671875	21806,3046875	62786,34765625	21261,119140625	34987,703125	4921,501953125	7380,85546875	7798,8388671875	3896,408935546875	4013,2705078125	5836,822265625	4455,35205078125	6282,21044921875	4736,34130859375	4707,66650390625	4393,81005859375	3376,388916015625
Q9NPD7	NRN1	Homo sapiens	Neuritin	NRN1_HUMAN	1	1	1	False	18942,521484375	15186,53515625	8244,1181640625	30128,568359375	16177,2978515625	31437,953125	21815,408203125	19621,12109375	1,4688020944595337	34678,83203125	24036,53515625	13285,375	3026,8876953125	2226,253662109375	3138,885498046875	2931,367431640625	2539,002197265625	3722,501220703125	1532,7760009765625	3722,94091796875	2528,738525390625	2544,008544921875	2173,582275390625	1788,3687744140625
Q9NPE3	NOP10	Homo sapiens	H/ACA ribonucleoprotein complex subunit 3	NOP10_HUMAN	1	2	2	False	50984,48046875	30482,65625	34177,05078125	45607,70703125	29248,2734375	26159,505859375	33660,98046875	17349,916015625	25098,3359375	25834,751953125	26035,89453125	37850,0234375	14187,76953125	9743,900390625	10825,9775390625	11677,1083984375	11649,17578125	11715,6484375	10477,92578125	9557,943359375	10670,87890625	8551,783203125	7235,03466796875	8219,5341796875
Q9NPF0	CD320	Homo sapiens	CD320 antigen	CD320_HUMAN	1	1	1	False	4691,470703125	8196,216796875	7731,4765625	9193,33984375	NaN	36877,37890625	1947,5865478515625	4047,520263671875	14475,826171875	15091,724609375	NaN	14919,8330078125	7168,5361328125	4240,58740234375	10254,287109375	6475,1279296875	3460,7822265625	16827,822265625	3156,3408203125	4128,06005859375	12916,5908203125	8348,05859375	2560,30419921875	10393,7314453125
Q9NPF2;Q9NPF2-2	CHST11	Homo sapiens	Carbohydrate sulfotransferase 11;Isoform 2 of Carbohydrate sulfotransferase 11	CHSTB_HUMAN	9	9	9	False	40979,390625	42658,43359375	86762,046875	46130,87890625	51330,03125	56168,66796875	39285,9375	74555,90625	31146,84375	53285,06640625	45487,83203125	46026,55859375	6437,9345703125	7324,07568359375	11716,2880859375	5933,8798828125	5624,2998046875	8873,05078125	7199,44970703125	9391,8759765625	9234,8076171875	6624,09033203125	6752,98486328125	8121,71826171875
Q9NPF4	OSGEP	Homo sapiens	Probable tRNA N6-adenosine threonylcarbamoyltransferase	OSGEP_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	3543,97021484375	NaN	1788,3570556640625	NaN	NaN	NaN	3188,48828125	746,112060546875	NaN
Q9NPH3;Q9NPH3-2;Q9NPH3-5	IL1RAP	Homo sapiens	Interleukin-1 receptor accessory protein;Isoform 2 of Interleukin-1 receptor accessory protein;Isoform 4 of Interleukin-1 receptor accessory protein	IL1AP_HUMAN	5	5	5	False	25626,177734375	31006,91796875	16560,083984375	11295,8544921875	11889,0771484375	20954,669921875	12413,630859375	14385,5537109375	19145,361328125	13231,74609375	18618,60546875	9526,8046875	11119,044921875	8108,9619140625	8764,7802734375	11963,498046875	9772,8837890625	14055,5439453125	8033,68701171875	10541,2685546875	6568,05419921875	9105,201171875	10233,6650390625	9024,3603515625
Q9NPJ3	ACOT13	Homo sapiens	Acyl-coenzyme A thioesterase 13	ACO13_HUMAN	2	2	2	True	52510,25390625	46314,484375	26967,462890625	52902,5625	52084,01953125	23383,98828125	14518,73046875	19917,896484375	1,233285903930664	34614,3984375	15760,0654296875	37327,74609375	7666,85400390625	9480,52734375	6084,2001953125	10690,275390625	9790,5302734375	5698,02734375	3053,56103515625	4164,88037109375	1331,9078369140625	7847,11083984375	2312,92919921875	1425,64599609375
Q9NPL8	TIMMDC1	Homo sapiens	Complex I assembly factor TIMMDC1, mitochondrial	TIDC1_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2532,0341796875	1031,779052734375	1548,5972900390625	981,2588500976562	NaN	1258,54052734375	1400,8123779296875	333,95367431640625	NaN	1312,611083984375	682,0496826171875	1528,17236328125
Q9NPR2;Q9NPR2-2	SEMA4B	Homo sapiens	Semaphorin-4B;Isoform 2 of Semaphorin-4B	SEM4B_HUMAN	17	18	20	True	34435,9296875	41166,54296875	44543,25390625	43681,68359375	37314,0390625	48795,9140625	23105,244140625	38523,4453125	11876,2568359375	52224,17578125	24537,203125	36134,59765625	15331,6865234375	17369,25390625	21350,3203125	17496,03125	19190,232421875	23965,451171875	12029,98828125	18050,197265625	10009,408203125	17781,326171875	13190,853515625	16811,439453125
Q9NPY3	CD93	Homo sapiens	Complement component C1q receptor	C1QR1_HUMAN	1	1	1	False	21079,421875	20822,25	11053,453125	23267,279296875	21044,326171875	24119,5546875	11523,640625	38841,53125	39061,01953125	18471,44921875	23565,947265625	8474,857421875	14762,6484375	16545,091796875	18458,251953125	17901,60546875	20855,951171875	18589,677734375	11921,916015625	25122,037109375	21579,11328125	13782,0771484375	20255,8984375	11327,53515625
Q9NQ38;Q9NQ38-2;Q9NQ38-3	SPINK5	Homo sapiens	Serine protease inhibitor Kazal-type 5;Isoform short of Serine protease inhibitor Kazal-type 5;Isoform long of Serine protease inhibitor Kazal-type 5	ISK5_HUMAN	1	1	1	True	26179,345703125	22638,79296875	7485,1513671875	45054,50390625	26880,7890625	24771,38671875	11255,63671875	10834,466796875	NaN	22534,015625	12938,626953125	NaN	999,1340942382812	1138,7633056640625	402,3016662597656	1178,5654296875	1210,5	582,4873657226562	NaN	504,04437255859375	NaN	854,6531982421875	470,44775390625	NaN
Q9NQ48;Q9NQ48-2	LZTFL1	Homo sapiens	Leucine zipper transcription factor-like protein 1;Isoform 2 of Leucine zipper transcription factor-like protein 1	LZTL1_HUMAN	8	8	8	False	18457,228515625	14641,1728515625	13125,787109375	15217,373046875	13269,3662109375	20326,255859375	23433,689453125	11262,1650390625	17356,03515625	29385,830078125	19062,23828125	27440,041015625	11489,076171875	9528,91796875	10430,65234375	11970,4541015625	13048,5419921875	15240,1123046875	15528,8515625	10099,1767578125	6934,9111328125	15520,53515625	11327,5791015625	15028,0703125
Q9NQ88	TIGAR	Homo sapiens	Fructose-2,6-bisphosphatase TIGAR	TIGAR_HUMAN	1	1	1	True	NaN	NaN	0,45989182591438293	1	NaN	NaN	0,3107004761695862	NaN	NaN	1,7357332706451416	1,217722773551941	NaN	313,244384765625	NaN	151,62474060058594	679,8712768554688	351,9864501953125	NaN	635,2423706054688	237,78538513183594	NaN	1040,077392578125	735,7821655273438	877,2460327148438
Q9NQA3	WASH6P	Homo sapiens	WAS protein family homolog 6	WASH6_HUMAN	1	1	1	False	NaN	NaN	NaN	3,963887929916382	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	475,9519958496094	NaN	NaN	1019,911376953125	1097,1336669921875	414,74688720703125	560,6314697265625	NaN	NaN	NaN	587,8103637695312	NaN
Q9NQC3;Q9NQC3-2;Q9NQC3-5	RTN4	Homo sapiens	Reticulon-4;Isoform B of Reticulon-4;Isoform B2 of Reticulon-4	RTN4_HUMAN	3	3	3	True	191750,734375	148676,25	173916,734375	163456,9375	112487,8046875	168218,953125	174558,734375	129298,4140625	293655,8125	99316,8671875	163602,453125	80425,015625	49564,421875	25141,681640625	46081,86328125	40042,015625	27945,59765625	37483,58203125	38796,27734375	39241,44921875	86819,5546875	26710,474609375	40052,62109375	18540,4765625
Q9NQG5	RPRD1B	Homo sapiens	Regulation of nuclear pre-mRNA domain-containing protein 1B	RPR1B_HUMAN	5	5	5	True	334067,84375	183638,640625	245194,28125	156837,765625	171707,84375	237283,296875	86580,4140625	57933,57421875	63512,85546875	259504,8125	149119,078125	177212,640625	7998,9658203125	5882,39013671875	5489,8330078125	6889,33349609375	8315,28125	7237,6484375	5706,62841796875	2240,135009765625	3708,6181640625	4880,91455078125	3606,22021484375	4962,22265625
Q9NQP4	PFDN4	Homo sapiens	Prefoldin subunit 4	PFD4_HUMAN	3	3	3	False	41448,546875	31863,0234375	45162,875	44922,28125	56254,328125	37095,56640625	45060,4453125	44880,05859375	63398,7890625	43309,2578125	44494,45703125	48755,765625	13050,2900390625	9556,443359375	12561,48828125	13539,6337890625	14081,9658203125	13299,958984375	16048,2744140625	15095,7783203125	17748,728515625	14699,25390625	12435,9716796875	13515,498046875
Q9NQR4	NIT2	Homo sapiens	Omega-amidase NIT2	NIT2_HUMAN	17	17	19	True	41660	37844,2109375	26830,443359375	56095,75390625	43442,08203125	36210,140625	41656,8671875	20536,248046875	15492,0078125	60219,90234375	33391,09375	33960,01953125	12334,220703125	12613,5732421875	9924,21875	18565,9609375	15453,666015625	13979,4482421875	11861,8037109375	8922,34375	4424,4033203125	17972,384765625	9119,5703125	13076,931640625
Q9NQS1	AVEN	Homo sapiens	Cell death regulator Aven	AVEN_HUMAN	2	2	2	True	10647,181640625	10059,6142578125	4918,8232421875	7919,7861328125	NaN	5930,38671875	5754,8515625	NaN	7786,31884765625	5378,30126953125	2890,34912109375	7137,85498046875	3096,91259765625	2667,23974609375	2664,919921875	1787,02490234375	2389,916015625	2065,48388671875	2400,29296875	1663,0333251953125	3155,71337890625	1749,0615234375	2068,45703125	857,4124145507812
Q9NQS3	NECTIN3	Homo sapiens	Nectin-3	NECT3_HUMAN	3	3	3	False	11196,5380859375	3261,840576171875	6825,0322265625	4947,8701171875	2283,92822265625	11106,4091796875	1523,0985107421875	5781,10400390625	5632,59765625	5902,08251953125	4395,03564453125	6994,27294921875	1647,298095703125	1276,5789794921875	1975,612060546875	2163,394287109375	1438,07177734375	3111,9697265625	1677,38671875	1087,7081298828125	1390,8009033203125	1626,97509765625	1096,45458984375	1708,5731201171875
Q9NQU5;Q9NQU5-2	PAK6	Homo sapiens	Serine/threonine-protein kinase PAK 6;Isoform 2 of Serine/threonine-protein kinase PAK 6	PAK6_HUMAN	3	3	3	False	NaN	1652,158447265625	724,718505859375	2019,152099609375	1051,960205078125	1083,4083251953125	615,5738525390625	5029,17724609375	529,3571166992188	825,7683715820312	173,37782287597656	2154,07568359375	2417,342041015625	10351,671875	5663,140625	7183,8349609375	2548,79248046875	175,43630981445312	2483,320068359375	1858,6724853515625	125,95085144042969	2774,9208984375	2212,724365234375	5718,2939453125
Q9NQW7;Q9NQW7-2;Q9NQW7-3;Q9NQW7-4	XPNPEP1	Homo sapiens	Xaa-Pro aminopeptidase 1;Isoform 2 of Xaa-Pro aminopeptidase 1;Isoform 3 of Xaa-Pro aminopeptidase 1;Isoform 4 of Xaa-Pro aminopeptidase 1	XPP1_HUMAN	11	11	12	False	54732,37109375	70444,640625	52622,51171875	60196,01953125	56328,8203125	46725,890625	70989,6640625	49890,75390625	27330,220703125	65877,4375	77268,8515625	43722,1953125	20391,35546875	22794,67578125	17183,001953125	17428,205078125	17489,4296875	13785,1904296875	23906,26171875	15175,35546875	9916,166015625	20112,37109375	21190,916015625	15367,5
Q9NQX3;Q9NQX3-2	GPHN	Homo sapiens	Gephyrin;Isoform 2 of Gephyrin	GEPH_HUMAN	13	13	13	True	98022,015625	99466,34375	49051,95703125	110745	81506,234375	64817,58203125	23005,396484375	83543,9765625	7040,2783203125	44852,42578125	30942,583984375	38366,3515625	23553,935546875	21546,625	14670,693359375	23620,591796875	21145,84375	13737,7255859375	9772,2607421875	11546,0205078125	9061,39453125	12962,4716796875	8713,033203125	9401,15625
Q9NQZ5	STARD7	Homo sapiens	StAR-related lipid transfer protein 7, mitochondrial	STAR7_HUMAN	1	1	1	False	12280,96875	NaN	NaN	19220,451171875	19527,8671875	NaN	40401,703125	NaN	NaN	39849,94140625	NaN	8116,31005859375	1273,9473876953125	NaN	NaN	1070,5908203125	511,34149169921875	NaN	838,3733520507812	NaN	NaN	2805,964111328125	1782,44677734375	602,4981689453125
Q9NR12	PDLIM7	Homo sapiens	PDZ and LIM domain protein 7	PDLI7_HUMAN	12	13	17	True	235477,65625	213366,578125	253416,390625	181649,203125	255221,109375	147375,4375	365007,75	255000,765625	235220,625	246004,015625	438030,59375	212842,84375	86637,6015625	77037,5	80240,1015625	61407,5390625	75472,953125	68827,6328125	139425,34375	105720,4765625	108306,953125	92810,234375	177438,609375	99344,1875
Q9NR16;Q9NR16-2;Q9NR16-3;Q9NR16-4	CD163L1	Homo sapiens	Scavenger receptor cysteine-rich type 1 protein M160;Isoform 2 of Scavenger receptor cysteine-rich type 1 protein M160;Isoform 3 of Scavenger receptor cysteine-rich type 1 protein M160;Isoform 4 of Scavenger receptor cysteine-rich type 1 protein M160	C163B_HUMAN	1	1	1	False	34732,8203125	39397,61328125	68781,3046875	21175,69921875	61125,1875	52346,296875	26245,978515625	81046,3828125	56696,703125	9732,5888671875	NaN	8944,0859375	807,831787109375	1549,824462890625	3467,602294921875	1280,87841796875	2144,012939453125	3203,893310546875	1374,4207763671875	4023,32421875	2034,614501953125	2033,6170654296875	NaN	2829,146240234375
Q9NR19;Q9NR19-2	ACSS2	Homo sapiens	Acetyl-coenzyme A synthetase, cytoplasmic;Isoform 2 of Acetyl-coenzyme A synthetase, cytoplasmic	ACSA_HUMAN	6	6	6	True	25094,193359375	23284,8828125	12237,859375	13287,2431640625	14875,2255859375	13370,861328125	18478,095703125	26067,83203125	11481,3759765625	14169,0185546875	9261,31640625	6131,7138671875	7312,95654296875	5663,015625	5011,60400390625	4941,31884765625	5126,26123046875	5025,7578125	6307,7587890625	2722,370849609375	2834,020263671875	4919,78857421875	4046,256591796875	2548,490234375
Q9NR28;Q9NR28-2	DIABLO	Homo sapiens	Diablo homolog, mitochondrial;Isoform 2 of Diablo homolog, mitochondrial	DBLOH_HUMAN	5	5	5	True	44770,1171875	57710,56640625	18651,65625	103323,3359375	18406,470703125	48501,90234375	8672,13671875	7983,08056640625	1397,2982177734375	26672,388671875	7444,134765625	8870,6171875	12281,3330078125	23880,41015625	8737,009765625	34268,22265625	16878,095703125	9972,7373046875	9728,9140625	1749,548828125	1105,9085693359375	12508,1640625	4441,37548828125	6191,33447265625
Q9NR31;Q9Y6B6	SAR1A;SAR1B	Homo sapiens	GTP-binding protein SAR1a;GTP-binding protein SAR1b	SAR1A_HUMAN;SAR1B_HUMAN	1	1	1	False	NaN	1,3983298540115356	NaN	1,0147897005081177	NaN	NaN	0,8999341726303101	NaN	NaN	1	NaN	NaN	1814,2855224609375	5252,185546875	2526,21728515625	2418,428955078125	2434,042724609375	2051,379638671875	2827,732421875	994,0062866210938	NaN	3425,1484375	2030,09033203125	1478,7158203125
Q9NR34	MAN1C1	Homo sapiens	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC	MA1C1_HUMAN	1	1	1	False	NaN	21342,826171875	NaN	2847	670,50927734375	1742,064208984375	1428,83251953125	12853,396484375	NaN	12166,767578125	3630,24560546875	NaN	NaN	597,2824096679688	1573,3096923828125	941,0386352539062	431,00054931640625	814,3799438476562	1074,5782470703125	1436,46533203125	NaN	1844,7757568359375	1916,216796875	NaN
Q9NR45	NANS	Homo sapiens	Sialic acid synthase	SIAS_HUMAN	12	12	13	True	37524,5703125	43451,3359375	34818,8125	62312,29296875	51347,30078125	39947,109375	50948,515625	46167,03125	26984,384765625	91248,9921875	62904,0703125	61236,5859375	11458,0341796875	14307,23828125	13070,15234375	19359,63671875	14712,4443359375	14101,412109375	20949,263671875	15620,263671875	13001,2119140625	27292,244140625	20541,484375	24717,806640625
Q9NR46	SH3GLB2	Homo sapiens	Endophilin-B2	SHLB2_HUMAN	2	2	2	True	NaN	NaN	NaN	1758,660400390625	NaN	NaN	956,3429565429688	1908,0078125	0,6593725681304932	1487,9664306640625	3683,5537109375	2140,7177734375	1418,889404296875	1451,86328125	NaN	2097,071044921875	1723,2557373046875	1743,8878173828125	3160,666015625	1214,364990234375	1152,6951904296875	2217,832275390625	2632,369140625	3484,018798828125
Q9NR50	EIF2B3	Homo sapiens	Translation initiation factor eIF-2B subunit gamma	EI2BG_HUMAN	2	2	2	True	9198,5400390625	NaN	39810,9140625	69190,4765625	20714,693359375	8268,1064453125	1908,762939453125	4334,1953125	98,39385223388672	128,3695831298828	NaN	2925,68310546875	2173,401611328125	NaN	1811,7271728515625	2993,315673828125	1476,4814453125	1597,2578125	3556,98681640625	1470,5660400390625	920,9795532226562	462,22613525390625	NaN	1088,7236328125
Q9NR56;Q9NR56-2;Q9NR56-5;Q9NR56-6;Q9NR56-7	MBNL1	Homo sapiens	Muscleblind-like protein 1;Isoform 2 of Muscleblind-like protein 1;Isoform 5 of Muscleblind-like protein 1;Isoform 6 of Muscleblind-like protein 1;Isoform 7 of Muscleblind-like protein 1	MBNL1_HUMAN	7	7	7	False	112912,171875	111295,5625	95949,421875	94218,4140625	102636,2109375	84244,78125	143470,15625	114882,6796875	120067,390625	106811,1328125	115204,9765625	103674,15625	25206,484375	21161,30078125	24220,83203125	22292,8515625	27940,037109375	20250,951171875	30977,26953125	25413,998046875	32113,81640625	23180,9453125	26416,046875	27952,513671875
Q9NR96;Q9NR96-2;Q9NR96-3;Q9NR96-5	TLR9	Homo sapiens	Toll-like receptor 9;Isoform 2 of Toll-like receptor 9;Isoform 3 of Toll-like receptor 9;Isoform 5 of Toll-like receptor 9	TLR9_HUMAN	1	1	1	False	NaN	11016,6474609375	NaN	13244,65234375	13621,5712890625	NaN	5069,11181640625	NaN	NaN	15010,7666015625	9415,8515625	5006,0673828125	NaN	445,73199462890625	282,0317687988281	1032,6295166015625	589,7088012695312	NaN	1027,2889404296875	771,146240234375	NaN	614,3698120117188	996,3775024414062	NaN
Q9NRA1	PDGFC	Homo sapiens	Platelet-derived growth factor C	PDGFC_HUMAN	8	8	9	False	50640,47265625	41391,63671875	61436,33203125	37711,8515625	50046,9296875	87887,5	27952,900390625	80689,8828125	18227,0546875	60565,84375	40162,30859375	41962,23828125	13237,9931640625	10698,09765625	15427,896484375	13490,0703125	12837,4716796875	22765,015625	10886,3525390625	13555,619140625	7464,5751953125	12545,7900390625	10150,64453125	13958,322265625
Q9NRB3	CHST12	Homo sapiens	Carbohydrate sulfotransferase 12	CHSTC_HUMAN	8	8	8	False	23375,1015625	20742,0390625	49594,23828125	43282,30859375	38587,81640625	40478,54296875	17873,482421875	26068,912109375	435,06805419921875	19846,35546875	17293,697265625	8742,1455078125	5210,236328125	8389,18359375	6986,64990234375	4133,3486328125	4199,19580078125	4951,9130859375	8201,3515625	11011,69140625	2072,602294921875	7648,02099609375	7406,3125	4584,4677734375
Q9NRJ7	PCDHB16	Homo sapiens	Protocadherin beta-16	PCDBG_HUMAN	13	13	13	True	41901,73828125	35777,9765625	37753,42578125	76999,1015625	33377,734375	112410,15625	46358,35546875	42373,06640625	29642,494140625	83510,9296875	45232,94140625	94243,6640625	14473,4794921875	15628,7021484375	19742,90625	29148,9296875	15883,693359375	41302,55859375	14559,72265625	21341,11328125	15853,3623046875	34754,5078125	17328,55078125	33316,921875
Q9NRN5	OLFML3	Homo sapiens	Olfactomedin-like protein 3	OLFL3_HUMAN	21	25	32	True	7018445	8170672,5	10594626	5776416,5	7837375	6980233	7295714	12370897	9378065	5459777,5	7919684	5271128,5	2183161	2451546,25	3192443,25	1674804,625	2317282,75	2258052,5	2165669	3676156,75	3023879,5	1609767,25	2415247,25	1657329,875
Q9NRN7;Q9NRN7-2	AASDHPPT	Homo sapiens	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase;Isoform 2 of L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	ADPPT_HUMAN	3	3	3	False	6261,66845703125	5431,23046875	5261,154296875	14170,3466796875	4570,5	14757,3837890625	7516,23486328125	9170,3125	1,2251988649368286	4395,90771484375	7549,09765625	3540,028564453125	3801,933349609375	3872,4072265625	2227,696044921875	4420,72509765625	4074,301025390625	2947,91552734375	4071,375732421875	4175,25	1640,4520263671875	3960,1875	3082,167724609375	2891,45703125
