PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ASC_WT_SN_WO_1.raw.PG.MS1Quantity	[2] ASC_WT_SN_WO_2.raw.PG.MS1Quantity	[3] ASC_WT_SN_WO_3.raw.PG.MS1Quantity	[4] ASC_WT_SN_Light_1.raw.PG.MS1Quantity	[5] ASC_WT_SN_Light_2.raw.PG.MS1Quantity	[6] ASC_WT_SN_Light_3.raw.PG.MS1Quantity	[7] ASC_TLR10_LOV_SN_WO_1.raw.PG.MS1Quantity	[8] ASC_TLR10_LOV_SN_WO_2.raw.PG.MS1Quantity	[9] ASC_TLR10_LOV_SN_WO_3.raw.PG.MS1Quantity	[10] ASC_TLR10_LOV_SN_Light_1.raw.PG.MS1Quantity	[11] ASC_TLR10_LOV_SN_Light_2.raw.PG.MS1Quantity	[12] ASC_TLR10_LOV_SN_Light_3.raw.PG.MS1Quantity	[1] ASC_WT_SN_WO_1.raw.PG.MS2Quantity	[2] ASC_WT_SN_WO_2.raw.PG.MS2Quantity	[3] ASC_WT_SN_WO_3.raw.PG.MS2Quantity	[4] ASC_WT_SN_Light_1.raw.PG.MS2Quantity	[5] ASC_WT_SN_Light_2.raw.PG.MS2Quantity	[6] ASC_WT_SN_Light_3.raw.PG.MS2Quantity	[7] ASC_TLR10_LOV_SN_WO_1.raw.PG.MS2Quantity	[8] ASC_TLR10_LOV_SN_WO_2.raw.PG.MS2Quantity	[9] ASC_TLR10_LOV_SN_WO_3.raw.PG.MS2Quantity	[10] ASC_TLR10_LOV_SN_Light_1.raw.PG.MS2Quantity	[11] ASC_TLR10_LOV_SN_Light_2.raw.PG.MS2Quantity	[12] ASC_TLR10_LOV_SN_Light_3.raw.PG.MS2Quantity
Q8NBK3;Q8NBK3-5	SUMF1	Homo sapiens	Formylglycine-generating enzyme;Isoform 5 of Formylglycine-generating enzyme	SUMF1_HUMAN	7	7	7	False	40741,51953125	40151,46875	54331,6015625	62832,05859375	54935,55078125	72154,9609375	47033,4296875	60101,30859375	46087,12890625	57808,484375	64309,5625	63657,79296875	15303,611328125	12026,4560546875	16073,66015625	18469,841796875	16555,857421875	18331,466796875	14911,611328125	16765,794921875	15389,46875	20701,27734375	19599,19921875	20967,27734375
Q8NBM4;Q8NBM4-2;Q8NBM4-3;Q8NBM4-4	UBAC2	Homo sapiens	Ubiquitin-associated domain-containing protein 2;Isoform 2 of Ubiquitin-associated domain-containing protein 2;Isoform 3 of Ubiquitin-associated domain-containing protein 2;Isoform 4 of Ubiquitin-associated domain-containing protein 2	UBAC2_HUMAN	1	1	1	False	115732,1875	132439,328125	68800,4296875	48522,8125	163184,578125	93009,265625	77829,75	82240,6328125	101099,1875	69441,5078125	133856,421875	112187,0625	46765,03515625	53201,640625	28544,3671875	24369,609375	69525,265625	42511,98046875	34696,58984375	39922,41796875	39095,328125	29527,748046875	52055,95703125	44601,3046875
Q8NBP7	PCSK9	Homo sapiens	Proprotein convertase subtilisin/kexin type 9	PCSK9_HUMAN	25	26	36	False	582484,125	1818463,625	1776510,75	542194,0625	1934692,625	1848404,875	583363,8125	1140768,75	1955053,75	649527,6875	1374441,25	1523755,625	128241,765625	380873,15625	415480,34375	126143,0625	398764,875	406039,625	148470,890625	276099,9375	416612,53125	142725,25	302168,625	367169,6875
Q8NBS9	TXNDC5	Homo sapiens	Thioredoxin domain-containing protein 5	TXND5_HUMAN	17	17	19	False	427560,09375	267225,28125	437867,46875	411796,53125	215623,3125	306446,0625	385879,78125	269122,71875	326992,96875	373444,28125	245139,21875	326261,5625	160928,3125	86502,3046875	157501,9375	160407,109375	74529,390625	123810,8203125	149326,703125	93161,2265625	122458,0078125	149392,390625	86987,796875	114484,8359375
Q8NBZ7;Q8NBZ7-2	UXS1	Homo sapiens	UDP-glucuronic acid decarboxylase 1;Isoform 2 of UDP-glucuronic acid decarboxylase 1	UXS1_HUMAN	6	6	6	False	5527,810546875	5320,5634765625	2733,579345703125	3140,643310546875	2879,29833984375	2353,628662109375	4146,93359375	2954,725341796875	2681,054931640625	3966,831787109375	2618,800048828125	2187,31201171875	2731,364501953125	1265,06591796875	1054,591552734375	1487,14208984375	845,4381713867188	601,7954711914062	1647,62158203125	1441,693359375	885,9129028320312	1421,672119140625	1370,1005859375	671,4036865234375
Q8NC42	RNF149	Homo sapiens	E3 ubiquitin-protein ligase RNF149	RN149_HUMAN	1	1	1	False	NaN	NaN	3576,705078125	1616,5521240234375	701,0574340820312	6777,11865234375	2800,027587890625	NaN	1896,538330078125	3599,311767578125	1660,41162109375	3778,0322265625	NaN	NaN	359,0924377441406	344,8062438964844	153,70826721191406	485,04852294921875	620,8296508789062	NaN	701,8746337890625	755,699951171875	294,3828125	1,3791253566741943
Q8NC44	RETREG2	Homo sapiens	Reticulophagy regulator 2	RETR2_HUMAN	1	1	1	True	NaN	983,6768188476562	2737,45263671875	5001,05322265625	3399,393310546875	NaN	1167,3653564453125	NaN	3548,8974609375	626,8400268554688	1844,35693359375	726,6349487304688	NaN	1014,1891479492188	394,3117980957031	1234,77099609375	1296,72021484375	NaN	204,72181701660156	NaN	1275,5552978515625	114,55680084228516	858,6820068359375	1,405669093132019
Q8NC51	SERBP1	Homo sapiens	Plasminogen activator inhibitor 1 RNA-binding protein	PAIRB_HUMAN	21	21	24	False	247067,984375	222809,78125	553232,25	238283,015625	219052,828125	315564,375	243806,0625	366152,5625	304841,71875	208405,59375	194547,5	263144,1875	92868,7265625	89138,3359375	192895,578125	90086,0234375	76654,0703125	108065,0625	88974,8359375	117729,984375	106451,9765625	74597,859375	69316,7734375	92481,671875
Q8NC96	NECAP1	Homo sapiens	Adaptin ear-binding coat-associated protein 1	NECP1_HUMAN	2	2	2	True	11192,3232421875	7817,4892578125	6982,42041015625	6695,73974609375	7141,70849609375	16972,34375	8103,62744140625	378,0098876953125	2375,618408203125	3441,29736328125	1154,144287109375	5753,1669921875	3235,559326171875	2940,107177734375	2138,369873046875	3069,81494140625	1744,74755859375	2124,414794921875	2153,19970703125	2297,284423828125	2198,684326171875	2438,53857421875	1113,1646728515625	766,2379150390625
Q8NCC3	PLA2G15	Homo sapiens	Phospholipase A2 group XV	PAG15_HUMAN	7	7	7	False	129594,59375	185221,125	136640,203125	113558,6640625	150980,046875	148592,9375	142849,796875	118387,53125	131138,625	131933,109375	138592,203125	172005,96875	36648,0546875	51006,75390625	43933,93359375	37594,7578125	49262,921875	45983,921875	44538,3515625	29839,400390625	38197,734375	39324,57421875	42191,5546875	48277,08203125
Q8NCH0	CHST14	Homo sapiens	Carbohydrate sulfotransferase 14	CHSTE_HUMAN	7	7	7	False	41993,4140625	64203,9140625	55226,3359375	46249,390625	66075,3046875	70300,671875	53472,6953125	71380,3515625	43305,20703125	43318,1640625	40924	39411,1015625	17262,5546875	27863,6328125	22191,564453125	17458,75	28527,669921875	23684,236328125	19887,708984375	20151,59375	16893,04296875	16819,279296875	15941,193359375	16173,78125
Q8NCN5	PDPR	Homo sapiens	Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial	PDPR_HUMAN	2	2	2	False	23590,7265625	8872,197265625	7560,888671875	8800,58984375	15758,7060546875	24787,279296875	15691,134765625	3794,37548828125	6924,3037109375	5032,3271484375	8162,75537109375	8578,44921875	8462,0341796875	41145,4296875	9498,24609375	30032,5078125	37086,796875	60747,3125	21529,49609375	68139,3515625	32447,04296875	52776,41015625	21022,76171875	720,41064453125
Q8ND24	RNF214	Homo sapiens	RING finger protein 214	RN214_HUMAN	2	2	2	False	NaN	NaN	2066,514404296875	1463,9580078125	NaN	NaN	3715,10205078125	3114,30126953125	8984,8671875	1424,14208984375	1948,526123046875	NaN	1368,0758056640625	NaN	2328,4794921875	2359,978515625	NaN	2873,518798828125	1032,6900634765625	1041,2509765625	1013,4337158203125	1467,000732421875	1417,3232421875	2051,045166015625
Q8ND56;Q8ND56-2;Q8ND56-3	LSM14A	Homo sapiens	Protein LSM14 homolog A;Isoform 2 of Protein LSM14 homolog A;Isoform 3 of Protein LSM14 homolog A	LS14A_HUMAN	1	1	1	False	2790,207275390625	NaN	5350,32177734375	NaN	2235,914794921875	3345,67041015625	5143,6953125	3618,841796875	2166,435791015625	3924,460205078125	5975,111328125	3342,025634765625	544,3079833984375	777,8114624023438	1050,17626953125	NaN	1001,2119750976562	1172,2906494140625	472,7713623046875	777,1714477539062	812,2935791015625	542,119140625	694,2760009765625	1041,9395751953125
Q8ND94	LRRN4CL	Homo sapiens	LRRN4 C-terminal-like protein	LRN4L_HUMAN	2	2	2	False	NaN	NaN	NaN	10648,7177734375	2296,390625	5214,99658203125	2605,1552734375	2199,47412109375	2742,00732421875	5419,2646484375	4538,3134765625	5188,06396484375	NaN	NaN	NaN	1934,7608642578125	1395,161376953125	NaN	785,6495361328125	5,810702323913574	1251,1619873046875	840,8722534179688	678,170166015625	728,93359375
Q8NDC0	MAPK1IP1L	Homo sapiens	MAPK-interacting and spindle-stabilizing protein-like	MISSL_HUMAN	1	1	2	False	5706,41357421875	2707,366943359375	13820,8173828125	5003,556640625	3480,30322265625	5952,35400390625	4745,064453125	8144,22265625	3897,037353515625	9777,328125	2341,03369140625	8744,6240234375	307,89471435546875	100,40380859375	431,81829833984375	353,08148193359375	382,0069580078125	1,6365630626678467	NaN	23,696210861206055	116,08634185791016	553,5281372070312	203,47305297851562	17,78185272216797
Q8NDI1;Q8NDI1-2;Q8NDI1-3	EHBP1	Homo sapiens	EH domain-binding protein 1;Isoform 2 of EH domain-binding protein 1;Isoform 3 of EH domain-binding protein 1	EHBP1_HUMAN	6	6	6	False	4510,71044921875	7144,69775390625	5843,17333984375	6477,46875	7681,3779296875	5089,47607421875	4591,17578125	4974,9345703125	5085,06591796875	5488,35986328125	6216,11376953125	4729,81689453125	1771,69287109375	1507,0279541015625	2880,563720703125	2427,6982421875	1997,776123046875	2327,327880859375	1793,908935546875	2035,3426513671875	1645,67529296875	2189,172119140625	1817,632080078125	2636,11279296875
Q8NE01;Q8NE01-2;Q8NE01-3	CNNM3	Homo sapiens	Metal transporter CNNM3;Isoform 2 of Metal transporter CNNM3;Isoform 3 of Metal transporter CNNM3	CNNM3_HUMAN	1	1	1	True	1754,35400390625	2494,315185546875	1240,9588623046875	NaN	978,1925659179688	5723,18505859375	NaN	NaN	NaN	1111,9488525390625	855,2347412109375	1808,3314208984375	1064,914794921875	291,6701354980469	620,4619750976562	1543,81396484375	1605,8656005859375	7196,455078125	NaN	NaN	NaN	2027,3970947265625	2106,235595703125	3058,693359375
Q8NE71;Q8NE71-2	ABCF1	Homo sapiens	ATP-binding cassette sub-family F member 1;Isoform 2 of ATP-binding cassette sub-family F member 1	ABCF1_HUMAN	4	4	4	False	15197,9072265625	16435,83984375	18265,298828125	15903,609375	34910,40625	20063,583984375	9055,9853515625	37773,83203125	15772,1376953125	13421,9443359375	19801,001953125	20293,3671875	2626,55615234375	3451,100341796875	4234,91845703125	3780,313720703125	5410,033203125	3005,7041015625	2071,12744140625	6246,1865234375	4342,515625	2448,167236328125	4068,286865234375	4802,16748046875
Q8NEU8;Q8NEU8-3	APPL2	Homo sapiens	DCC-interacting protein 13-beta;Isoform 3 of DCC-interacting protein 13-beta	DP13B_HUMAN	6	6	6	False	13268,076171875	8465,201171875	9594,724609375	7740,66064453125	9408,2255859375	13343,2119140625	8319,921875	8273,013671875	9612,52734375	6810,82958984375	7472,7724609375	5523,6162109375	1198,051513671875	1634,7279052734375	612,4712524414062	919,2572021484375	1279,7471923828125	2406,08642578125	941,949951171875	2732,12646484375	832,7594604492188	1055,30517578125	1145,0018310546875	295,59808349609375
Q8NEZ2;Q8NEZ2-2	VPS37A	Homo sapiens	Vacuolar protein sorting-associated protein 37A;Isoform 2 of Vacuolar protein sorting-associated protein 37A	VP37A_HUMAN	1	1	1	True	2248,734375	3331,007568359375	4520,07763671875	5415,23095703125	3408,29052734375	7346,68310546875	NaN	5926,18798828125	4653,53125	5774,48486328125	9018,015625	5612,56982421875	1634,7537841796875	460,7275390625	1104,1629638671875	1766,0386962890625	1386,0853271484375	2123,480224609375	508,7834167480469	2693,122314453125	1098,5914306640625	1911,0238037109375	1825,375244140625	2419,036865234375
Q8NF37	LPCAT1	Homo sapiens	Lysophosphatidylcholine acyltransferase 1	PCAT1_HUMAN	1	1	1	False	NaN	NaN	NaN	652,002685546875	NaN	1039,6610107421875	NaN	1805,1064453125	1843,24462890625	1312,2991943359375	1226,918212890625	NaN	NaN	NaN	NaN	93,87387084960938	NaN	278,80682373046875	NaN	341,9091796875	300,4841003417969	403,23602294921875	165,32728576660156	NaN
Q8NFH3	NUP43	Homo sapiens	Nucleoporin Nup43	NUP43_HUMAN	2	2	2	False	5353,349609375	NaN	27515,06640625	7299,25146484375	12595,02734375	NaN	13519,2666015625	NaN	21021,0859375	4641,181640625	NaN	NaN	1075,9615478515625	NaN	877,1621704101562	924,9098510742188	451,6211853027344	NaN	184,03665161132812	NaN	209,41989135742188	709,937744140625	NaN	NaN
Q8NFQ8	TOR1AIP2	Homo sapiens	Torsin-1A-interacting protein 2	TOIP2_HUMAN	2	2	2	False	1003,0548706054688	2473,68212890625	NaN	1162,4254150390625	1178,2701416015625	780,51806640625	1917,0294189453125	1914,143310546875	1251,7041015625	2882,848388671875	4016,355224609375	1995,629150390625	829,279296875	1257,7435302734375	516,1587524414062	1017,2183837890625	1322,963623046875	811,7047119140625	1214,323974609375	776,1764526367188	1440,3812255859375	1231,747802734375	1466,28076171875	675,838623046875
Q8NFZ4	NLGN2	Homo sapiens	Neuroligin-2	NLGN2_HUMAN	1	1	1	False	NaN	8468,8984375	NaN	1928,5562744140625	6171,44677734375	6921,57275390625	NaN	NaN	7638,93359375	5205,5068359375	6420,25	5431,10205078125	474,6216735839844	825,8443603515625	NaN	311,8758544921875	1154,8133544921875	1362,594482421875	NaN	NaN	614,6231689453125	884,5218505859375	1601,91064453125	1862,0509033203125
Q8NFZ8	CADM4	Homo sapiens	Cell adhesion molecule 4	CADM4_HUMAN	2	2	2	True	22383,73828125	10681,8037109375	20054,869140625	25371,853515625	15109,0146484375	26228,4765625	14418,521484375	33127,05078125	16568,603515625	27588,22265625	20309,64453125	30497,3984375	2162,47802734375	2348,411865234375	3500,97021484375	4883,3916015625	3781,050048828125	5413,3173828125	3648,203857421875	5213,43408203125	3517,199951171875	6286,01806640625	5223,4931640625	5756,390625
Q8NGX6	OR10R2	Homo sapiens	Olfactory receptor 10R2	O10R2_HUMAN	1	1	1	False	20879,126953125	16134,71875	16594,130859375	18671,0703125	21817,83984375	12590,4638671875	10518,0537109375	13623,0576171875	23846,2578125	10829,66015625	16352,30859375	17881,724609375	7549,84912109375	6443,1220703125	4357,0625	4548,3642578125	6608,0283203125	3411,395263671875	2778,25390625	3684,461181640625	5212,2275390625	3156,498779296875	5387,828125	5547,2529296875
Q8NHP8	PLBD2	Homo sapiens	Putative phospholipase B-like 2	PLBL2_HUMAN	6	6	6	False	36738,6640625	40135,26171875	22523,451171875	28631,6875	37756,43359375	29672,421875	33827,11328125	30276,943359375	41939,65234375	35744,95703125	23806,068359375	35852,97265625	15783,23046875	18432,990234375	11391,205078125	11276,8115234375	20169,89453125	13361,025390625	16365,693359375	13366,0966796875	20246,263671875	15517,322265625	17342,873046875	15011,8642578125
Q8NHY3	GAS2L2	Homo sapiens	GAS2-like protein 2	GA2L2_HUMAN	1	1	1	False	81643,859375	104161,6484375	135210,671875	84929,4921875	101103,078125	88823,3203125	65172,953125	114319,1640625	75436,9765625	64463,3828125	77880,8828125	86884,109375	26125,77734375	22604,96484375	42201,94921875	20125,46484375	35132,48046875	24065,521484375	23870,91015625	29505,134765625	25520,935546875	18773,435546875	28553,81640625	23944,28515625
Q8NHZ8	CDC26	Homo sapiens	Anaphase-promoting complex subunit CDC26	CDC26_HUMAN	2	2	2	False	20920,96484375	8710,8115234375	44955,375	44269,4765625	16126,7216796875	17562,640625	29293,333984375	36,68528366088867	2553,84375	10994,7841796875	4292,39697265625	3651,875732421875	2876,098388671875	1329,023193359375	5053,154296875	4152,06787109375	1726,2799072265625	2653,940185546875	2307,45703125	1193,11962890625	2582,55908203125	2913,1396484375	1518,30908203125	2605,3291015625
Q8NI22;Q8NI22-2;Q8NI22-3	MCFD2	Homo sapiens	Multiple coagulation factor deficiency protein 2;Isoform 2 of Multiple coagulation factor deficiency protein 2;Isoform 3 of Multiple coagulation factor deficiency protein 2	MCFD2_HUMAN	2	2	2	False	232401,765625	129679,9453125	291159,46875	260919,359375	145421,8125	249153,015625	187521,578125	316579	186150,03125	191244,546875	150859,0625	246565,46875	50977,14453125	29662,068359375	62438,7890625	49129,47265625	29337,88671875	56330,828125	34400,453125	79029,8515625	36846,5703125	37281,578125	28621,439453125	57754,12109375
Q8TAD7	OCC1	Homo sapiens	Overexpressed in colon carcinoma 1 protein	OCC1_HUMAN	3	3	3	False	43628,9140625	44603,45703125	44009,46875	72957,40625	83133,6484375	67336,6875	28354,75390625	55322,18359375	39733,53515625	34678,66796875	58403,99609375	58034,64453125	14056,3359375	11481,8330078125	13495,3203125	17275,8125	13667,865234375	13334,3173828125	9692,0029296875	13387,3916015625	9577,328125	10981,1767578125	10933,0234375	12591,671875
Q8TAF3;Q8TAF3-3;Q8TAF3-4;Q8TAF3-5	WDR48	Homo sapiens	WD repeat-containing protein 48;Isoform 3 of WD repeat-containing protein 48;Isoform 4 of WD repeat-containing protein 48;Isoform 5 of WD repeat-containing protein 48	WDR48_HUMAN	1	1	1	False	NaN	NaN	NaN	0,9535742998123169	NaN	NaN	1,8639719486236572	NaN	4,332015037536621	1	NaN	NaN	2417,9228515625	2447,7548828125	1271,7227783203125	1116,2052001953125	1131,372802734375	1574,466064453125	1924,6063232421875	NaN	1432,98291015625	2604,375	1664,452392578125	904,03466796875
Q8TAT6;Q8TAT6-2	NPLOC4	Homo sapiens	Nuclear protein localization protein 4 homolog;Isoform 2 of Nuclear protein localization protein 4 homolog	NPL4_HUMAN	3	3	3	False	8038,4755859375	6618,42822265625	7186,21337890625	5843,66015625	11912,271484375	12961,025390625	3663,297607421875	7110,291015625	5643,6171875	6839,8994140625	5423,09765625	15686,7841796875	2703,0498046875	2528,788330078125	2294,96630859375	2542,6025390625	2828,606689453125	2656,369140625	2154,66064453125	2897,2392578125	2828,876220703125	2887,837890625	3305,22119140625	2515,275634765625
Q8TB37	NUBPL	Homo sapiens	Iron-sulfur protein NUBPL	NUBPL_HUMAN	1	1	1	False	4663,91259765625	796,1097412109375	2571,885498046875	1941,116455078125	2891,713623046875	2858,46337890625	1706,8226318359375	3559,423095703125	1056,3936767578125	4017,55810546875	3612,088623046875	3902,625	887,2796630859375	NaN	NaN	182,52352905273438	154,2658233642578	197,784912109375	NaN	289,5775451660156	131,6786651611328	825,559814453125	180,43011474609375	3,5939667224884033
Q8TBG4;Q8TBG4-2;Q8TBG4-3	ETNPPL	Homo sapiens	Ethanolamine-phosphate phospho-lyase;Isoform 2 of Ethanolamine-phosphate phospho-lyase;Isoform 3 of Ethanolamine-phosphate phospho-lyase	AT2L1_HUMAN	1	1	1	True	46508,0859375	77532,296875	5637,5810546875	12386,2431640625	60172,42578125	39096,30859375	2004,8822021484375	1,3670284748077393	11227,6650390625	8996,7177734375	73735,8359375	57822,671875	4960,4384765625	7356,5322265625	910,0625610351562	2962,147705078125	10117,6064453125	6749,45263671875	1819,872802734375	1590,8759765625	4380,33056640625	5107,00439453125	10451,5859375	5467,86669921875
Q8TBP5	FAM174A	Homo sapiens	Membrane protein FAM174A	F174A_HUMAN	1	1	1	False	1851,2042236328125	4795,95751953125	5324,71875	2546,08251953125	1845,301025390625	6624,84521484375	2701,29296875	4946,251953125	2550,867919921875	3179,697021484375	3970,77294921875	2921,013916015625	1204,603271484375	519,5784301757812	3255,3583984375	1666,4669189453125	1549,7247314453125	2496,728271484375	1146,9949951171875	965,6141357421875	1048,1649169921875	1399,16748046875	1903,5377197265625	2102,32421875
Q8TC76	FAM110B	Homo sapiens	Protein FAM110B	F110B_HUMAN	1	1	1	True	82305,625	86192,1796875	104775,796875	307135,59375	240296,875	292400,75	59698,90234375	206367,234375	132300,078125	371122,03125	376732,4375	326014,1875	7221,99658203125	7025,2021484375	11199,6669921875	30360,728515625	21589,146484375	26698,875	8698,525390625	23422,22265625	13274,0908203125	29488,822265625	29049,20703125	35678,734375
Q8TCD5	NT5C	Homo sapiens	5'(3')-deoxyribonucleotidase, cytosolic type	NT5C_HUMAN	3	3	3	False	2382,0546875	4128,20068359375	2966,4404296875	3170,387451171875	1209,90234375	3009,143798828125	2553,128173828125	3134,3427734375	3123,390869140625	2746,9404296875	2812,15625	4140,07763671875	838,5713500976562	990,0929565429688	575,9880981445312	1405,202392578125	854,90478515625	794,6244506835938	1183,419677734375	5499,0302734375	1006,44384765625	1517,351318359375	1670,8519287109375	454,4200134277344
Q8TCF1;Q8TCF1-3;Q8TCF1-4	ZFAND1	Homo sapiens	AN1-type zinc finger protein 1;Isoform 3 of AN1-type zinc finger protein 1;Isoform 4 of AN1-type zinc finger protein 1	ZFAN1_HUMAN	1	1	1	False	6807,7373046875	9191,51953125	16515,86328125	13285,693359375	12637,5947265625	6766,59326171875	10064,083984375	15320,1318359375	11185,205078125	7469,68359375	12251,595703125	4043,8671875	3238,08251953125	3987,4951171875	6602,3671875	4131,8935546875	4074,796875	1447,1279296875	3716,22900390625	3582,1162109375	3584,025146484375	3748,653564453125	3203,042724609375	2748,18408203125
Q8TCT8	SPPL2A	Homo sapiens	Signal peptide peptidase-like 2A	SPP2A_HUMAN	2	2	2	True	10905,9287109375	10444,7275390625	11879,5830078125	11311,7939453125	8202,4765625	5267,693359375	15957,806640625	15794,9453125	16923,888671875	8136,34814453125	7195,3017578125	8058,7177734375	2299,6875	3699,828857421875	3251,930419921875	2913,380126953125	2891,12109375	122,85594177246094	3137,84765625	1457,9627685546875	4128,4697265625	1807,7803955078125	1464,055908203125	1077,759521484375
Q8TCZ2;Q8TCZ2-2;Q8TCZ2-3;Q8TCZ2-5	CD99L2	Homo sapiens	CD99 antigen-like protein 2;Isoform 2 of CD99 antigen-like protein 2;Isoform 3 of CD99 antigen-like protein 2;Isoform 5 of CD99 antigen-like protein 2	C99L2_HUMAN	2	2	2	True	38121,87890625	31652,505859375	69395,6171875	37069,74609375	66481,015625	67773,765625	29804,0859375	28230,2265625	40058,7734375	23460,513671875	31751,361328125	34837,1640625	10028,7919921875	13488,53125	51684,51171875	24916,84765625	32525,072265625	48048,92578125	15916,5859375	1380,306884765625	13823,2177734375	1788,391845703125	11749,2509765625	8753,4345703125
Q8TD16;Q8TD16-2	BICD2	Homo sapiens	Protein bicaudal D homolog 2;Isoform 2 of Protein bicaudal D homolog 2	BICD2_HUMAN	8	8	8	False	13726,9169921875	8263,1484375	11280,498046875	14970,443359375	11567,84375	12230,91796875	13159,9365234375	10158,3544921875	5428,8037109375	11843,9267578125	11008,595703125	8988,4365234375	3921,922607421875	3025,9599609375	4869,99658203125	5256,60400390625	3557,05322265625	4131,68017578125	4104,09912109375	3705,27880859375	2996,633056640625	5250,654296875	2885,362548828125	3879,83935546875
Q8TD19	NEK9	Homo sapiens	Serine/threonine-protein kinase Nek9	NEK9_HUMAN	4	4	4	False	8374,3037109375	3922,502685546875	9330,48828125	8966,5068359375	5484,4609375	3843,19384765625	9103,0966796875	2822,80517578125	3435,029052734375	3911,457763671875	5329,35205078125	2690,838623046875	1725,1107177734375	2258,97021484375	2010,801513671875	1919,2205810546875	3117,46923828125	2121,1904296875	1843,8179931640625	2515,5732421875	2598,809814453125	2263,89306640625	2879,857421875	2239,738525390625
Q8TD55;Q8TD55-2	PLEKHO2	Homo sapiens	Pleckstrin homology domain-containing family O member 2;Isoform 2 of Pleckstrin homology domain-containing family O member 2	PKHO2_HUMAN	3	3	3	False	2487,40087890625	2373,67138671875	6730,7841796875	3530,49658203125	4289,3408203125	3662,026123046875	2483,30810546875	8500,228515625	1636,212890625	4576,6708984375	2903,69580078125	2930,501953125	1598,546630859375	2227,256591796875	2080,838623046875	1502,212890625	2478,04443359375	2155,832275390625	1727,2974853515625	1818,396240234375	2952,978759765625	1830,885009765625	1973,530517578125	1809,6478271484375
Q8TDH9;Q8TDH9-3	BLOC1S5	Homo sapiens	Biogenesis of lysosome-related organelles complex 1 subunit 5;Isoform 3 of Biogenesis of lysosome-related organelles complex 1 subunit 5	BL1S5_HUMAN	1	1	1	False	4608,89501953125	7879,13232421875	3536,242431640625	6082,0869140625	8746,0859375	3425,532958984375	10258,146484375	4832,32763671875	8221,1884765625	8782,3271484375	5459,9765625	5913,82080078125	1142,8533935546875	1076,8668212890625	1549,4478759765625	1569,2747802734375	1893,122802734375	473,5459899902344	750,2651977539062	1122,7882080078125	1049,713623046875	2028,4720458984375	1987,3150634765625	1110,69091796875
Q8TDN6	BRIX1	Homo sapiens	Ribosome biogenesis protein BRX1 homolog	BRX1_HUMAN	3	3	3	False	8281,576171875	2096,20263671875	2489,480224609375	2322,65966796875	NaN	2723,383056640625	NaN	2099,1357421875	2791,390380859375	NaN	NaN	1875,958740234375	1334,4881591796875	192,73411560058594	655,2982177734375	254,6754150390625	NaN	298,8744812011719	NaN	334,5802001953125	NaN	NaN	NaN	2,9784207344055176
Q8TDP1	RNASEH2C	Homo sapiens	Ribonuclease H2 subunit C	RNH2C_HUMAN	1	1	1	False	19514,587890625	16174,0830078125	20720,27734375	20437,859375	12754,125	23921,814453125	9423,58203125	38167,640625	20035,583984375	19689,677734375	16361,5478515625	21753,576171875	1312,375732421875	1103,23779296875	650,9304809570312	1118,449951171875	974,372314453125	908,2127685546875	1386,2467041015625	2457,460693359375	253,92543029785156	1452,7017822265625	1701,7276611328125	1181,4381103515625
Q8TDZ2;Q8TDZ2-2;Q8TDZ2-3;Q8TDZ2-4	MICAL1	Homo sapiens	[F-actin]-monooxygenase MICAL1;Isoform 2 of [F-actin]-monooxygenase MICAL1;Isoform 3 of [F-actin]-monooxygenase MICAL1;Isoform 4 of [F-actin]-monooxygenase MICAL1	MICA1_HUMAN	1	1	1	False	3942,512939453125	NaN	8167,99169921875	5311,94091796875	9868,19140625	3017,565673828125	5538,5986328125	9862,1806640625	4431,9521484375	3400,376953125	5424,400390625	2465,797607421875	4363,98095703125	3136,761474609375	4589,341796875	4631,60791015625	4507,5693359375	1638,1593017578125	4543,91748046875	4939,96630859375	3617,8798828125	4661,31494140625	3257,0927734375	2205,092041015625
Q8TE58	ADAMTS15	Homo sapiens	A disintegrin and metalloproteinase with thrombospondin motifs 15	ATS15_HUMAN	3	3	3	False	5182,884765625	5377,384765625	5921,5439453125	11427,203125	5774,876953125	3225,301025390625	6860,84814453125	662,8484497070312	1933,7127685546875	1742,228271484375	3772,150146484375	4289,578125	4868,32470703125	3912,333984375	1929,406005859375	4400,3056640625	2528,942626953125	2554,9541015625	5439,3427734375	6368,62255859375	2521,4130859375	3559,918212890625	3356,234619140625	2047,7137451171875
Q8TEA8	DTD1	Homo sapiens	D-aminoacyl-tRNA deacylase 1	DTD1_HUMAN	2	2	2	True	91801,34375	68386,7421875	45210,40234375	56543,08984375	38283,16796875	53794,7421875	16438,00390625	31874,494140625	38717,76171875	27785,953125	21129,015625	39470,37109375	13493,23828125	13646,0458984375	7975,87109375	10476,328125	7745,72119140625	12746,8291015625	6701,72509765625	13035,3984375	7001,58837890625	7969,34033203125	7146,7001953125	7743,79443359375
