PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] OSTEO_ASC_WT_WCL_WO_1_20240411145013.raw.PG.MS1Quantity	[2] OSTEO_ASC_WT_WCL_WO_2_20240411161114.raw.PG.MS1Quantity	[3] OSTEO_ASC_WT_WCL_WO_3_20240411173214.raw.PG.MS1Quantity	[4] OSTEO_ASC_WT_WCL_Light_1_20240411194918.raw.PG.MS1Quantity	[5] OSTEO_ASC_WT_WCL_Light_2_20240411211021.raw.PG.MS1Quantity	[6] OSTEO_ASC_WT_WCL_Light_3_20240411223121.raw.PG.MS1Quantity	[7] OSTEO_ASC_TLR10_LOV_WCL_WO_1_20240412004820.raw.PG.MS1Quantity	[8] OSTEO_ASC_TLR10_LOV_WCL_WO_2_20240412020921.raw.PG.MS1Quantity	[9] OSTEO_ASC_TLR10_LOV_WCL_WO_3_20240412033021.raw.PG.MS1Quantity	[10] OSTEO_ASC_TLR10_LOV_WCL_Light_1_20240412054721.raw.PG.MS1Quantity	[11] OSTEO_ASC_TLR10_LOV_WCL_Light_2_20240412070821.raw.PG.MS1Quantity	[12] OSTEO_ASC_TLR10_LOV_WCL_Light_3_20240412082921.raw.PG.MS1Quantity	[1] OSTEO_ASC_WT_WCL_WO_1_20240411145013.raw.PG.MS2Quantity	[2] OSTEO_ASC_WT_WCL_WO_2_20240411161114.raw.PG.MS2Quantity	[3] OSTEO_ASC_WT_WCL_WO_3_20240411173214.raw.PG.MS2Quantity	[4] OSTEO_ASC_WT_WCL_Light_1_20240411194918.raw.PG.MS2Quantity	[5] OSTEO_ASC_WT_WCL_Light_2_20240411211021.raw.PG.MS2Quantity	[6] OSTEO_ASC_WT_WCL_Light_3_20240411223121.raw.PG.MS2Quantity	[7] OSTEO_ASC_TLR10_LOV_WCL_WO_1_20240412004820.raw.PG.MS2Quantity	[8] OSTEO_ASC_TLR10_LOV_WCL_WO_2_20240412020921.raw.PG.MS2Quantity	[9] OSTEO_ASC_TLR10_LOV_WCL_WO_3_20240412033021.raw.PG.MS2Quantity	[10] OSTEO_ASC_TLR10_LOV_WCL_Light_1_20240412054721.raw.PG.MS2Quantity	[11] OSTEO_ASC_TLR10_LOV_WCL_Light_2_20240412070821.raw.PG.MS2Quantity	[12] OSTEO_ASC_TLR10_LOV_WCL_Light_3_20240412082921.raw.PG.MS2Quantity
Q9Y4R8	TELO2	Homo sapiens	Telomere length regulation protein TEL2 homolog	TELO2_HUMAN	6	6	6	False	16088,900390625	NaN	11327,271484375	22497,94921875	9900,9482421875	15247,4365234375	28062,71875	15615,8564453125	9019,5947265625	NaN	4416,46923828125	15914,876953125	6565,61962890625	5354,66162109375	3199,658447265625	10579,2587890625	3475,551513671875	3140,238525390625	10213,462890625	6859,6318359375	2400,4755859375	5053,9765625	3259,950439453125	3854,86669921875
Q9Y4W2;Q9Y4W2-2	LAS1L	Homo sapiens	Ribosomal biogenesis protein LAS1L;Isoform 2 of Ribosomal biogenesis protein LAS1L	LAS1L_HUMAN	20	20	20	False	458226,6875	414543,40625	302814,09375	452918,8125	559014,8125	351373,9375	554120,0625	485009,875	428760,3125	374890,21875	393351,125	455572,625	53319,87109375	47005,8515625	41221,0625	47078,3828125	53607,3984375	41372,52734375	55693,9140625	50993,9453125	48762,40625	36071,23046875	44289,3203125	41595,43359375
Q9Y4W6	AFG3L2	Homo sapiens	AFG3-like protein 2	AFG32_HUMAN	26	27	29	False	733442,375	244483,890625	727533,25	878968,375	304110,125	413289,03125	617584,125	791355,5625	221751,640625	529528,75	511090,96875	836814,6875	257011,1875	93549,6953125	235764,28125	286762,71875	108555,625	140492,359375	205929,078125	243179,5625	99696,0703125	203519,609375	179939,1875	251442,390625
Q9Y4X4	KLF12	Homo sapiens	Krueppel-like factor 12	KLF12_HUMAN	2	2	2	False	17733,76171875	NaN	NaN	43841,328125	601,9785766601562	NaN	36373,18359375	7888,09375	NaN	1224,91748046875	5978,46728515625	1720,959716796875	6907,4541015625	2189,149658203125	NaN	12440,5908203125	2739,58447265625	NaN	4208,09521484375	4684,21630859375	NaN	3271,13818359375	3367,093505859375	4417,70556640625
Q9Y4X5	ARIH1	Homo sapiens	E3 ubiquitin-protein ligase ARIH1	ARI1_HUMAN	15	15	17	False	290661,25	241261,890625	245189,09375	289475,90625	296853,15625	260467,640625	276318,03125	259312,171875	168425,859375	267711,875	259043,484375	290963,75	86513,171875	81727,3515625	79741,2890625	84992,328125	79888,1953125	83574,6953125	82317,3359375	79566,609375	48818,35546875	76414,546875	77982,671875	89637,265625
Q9Y4Y9	LSM5	Homo sapiens	U6 snRNA-associated Sm-like protein LSm5	LSM5_HUMAN	4	4	4	False	403203,03125	633699,25	403158,5	252186,1875	446343,625	695394,75	298002,15625	276386,5	330818,96875	446834,5	270085,34375	169100,859375	31413,130859375	56720,12890625	23914,9453125	23310,23046875	33224,8828125	44189,28125	27082,626953125	21136,73046875	24764,73046875	35112,1953125	19988,619140625	13184,443359375
Q9Y4Z0	LSM4	Homo sapiens	U6 snRNA-associated Sm-like protein LSm4	LSM4_HUMAN	4	4	5	True	234616,5	359413,6875	236085,03125	250589,21875	264428,375	267259,5	166184,203125	217366,890625	227523,828125	242042,734375	295055,6875	175104,125	32033,01953125	50906,3359375	32492,203125	28290,8671875	42144,44140625	36208,5	18273,75390625	21372,4765625	27920,365234375	26618,7578125	33114,171875	22034,294921875
Q9Y508	RNF114	Homo sapiens	E3 ubiquitin-protein ligase RNF114	RN114_HUMAN	9	9	9	False	87908,6796875	81309,3203125	68031,3203125	133776,0625	134161,359375	96982,5546875	68516,90625	80358,0546875	101687,7578125	109418,484375	128965,3828125	106822,0546875	13399,7880859375	13894,708984375	11563,3095703125	14505,705078125	17688,5625	16242,3154296875	14038,6259765625	9190,71484375	14889,42578125	13844,712890625	17629,2109375	11997,0869140625
Q9Y512	SAMM50	Homo sapiens	Sorting and assembly machinery component 50 homolog	SAM50_HUMAN	16	16	16	False	910329,6875	484127,96875	740676,5625	1275559,75	621317,1875	392148,375	581415,4375	709927,1875	362887,375	442491,84375	521431,4375	709609,625	244441,5	112494,90625	199232,765625	290037,59375	145245,453125	74984,484375	129028,8671875	199137,15625	102255,6328125	96511,9140625	138010,78125	170000,84375
Q9Y519	TMEM184B	Homo sapiens	Transmembrane protein 184B	T184B_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	4842,6220703125	NaN	5894,9560546875	7776,75927734375	NaN	NaN	NaN	NaN	NaN	2365,90478515625	NaN	8728,859375
Q9Y520;Q9Y520-4;Q9Y520-5;Q9Y520-7	PRRC2C	Homo sapiens	Protein PRRC2C;Isoform 4 of Protein PRRC2C;Isoform 5 of Protein PRRC2C;Isoform 7 of Protein PRRC2C	PRC2C_HUMAN	55	55	56	True	214887,484375	148858,921875	261963,125	258060,28125	211878,625	260567,078125	273664,96875	267452,28125	211791,390625	328478,375	352848,9375	314576,8125	86004,953125	56460,34765625	103419,21875	102311,3671875	77984,6171875	115746,46875	100726,8125	100763,9609375	79913,328125	137045,734375	153217,5	130262,0078125
Q9Y530	OARD1	Homo sapiens	ADP-ribose glycohydrolase OARD1	OARD1_HUMAN	4	4	4	False	96131,8984375	103106,1640625	89144,71875	98361,2734375	86399,5078125	99162,265625	53280,3125	28772,595703125	48495,64453125	58782,8359375	69652,96875	63094,7734375	25144,265625	27751,849609375	19243,251953125	20531,26953125	24130,939453125	15933,92578125	18409,62109375	16199,7294921875	16823,572265625	20331,74609375	17597,521484375	12538,5009765625
Q9Y535;Q9Y535-2	POLR3H	Homo sapiens	DNA-directed RNA polymerase III subunit RPC8;Isoform 2 of DNA-directed RNA polymerase III subunit RPC8	RPC8_HUMAN	1	1	1	False	32322,80078125	98679,9765625	70402,3359375	61231,21484375	147646,359375	55233,7421875	NaN	75597,75	72323,2578125	24160,958984375	66159,3046875	45282,28515625	3171,0595703125	5476,81884765625	3792,10205078125	2865,59765625	5573,81787109375	3313,3388671875	3290,451904296875	3320,011962890625	4045,558837890625	3429,40087890625	3433,86279296875	3464,980712890625
Q9Y546	LRRC42	Homo sapiens	Leucine-rich repeat-containing protein 42	LRC42_HUMAN	1	1	1	False	16762,76953125	55530,62890625	125194,984375	49490,28515625	86657,6953125	27452,240234375	43447,60546875	25582,482421875	66052,5546875	66926,1484375	70978,125	36652,16015625	6252,0263671875	3943,74365234375	6875,6748046875	6784,8828125	10605,0224609375	2748,796142578125	10022,28125	5077,580078125	7649,44189453125	7464,05224609375	9860,609375	8577,0966796875
Q9Y547	HSPB11	Homo sapiens	Intraflagellar transport protein 25 homolog	IFT25_HUMAN	6	6	6	False	153769,15625	204361,90625	81269,6484375	77565,25	142893,40625	63330,02734375	65934,6875	45689,03515625	176544,9375	67037,546875	230685,796875	124726,921875	14514,76953125	20012,224609375	12066,0087890625	18699,533203125	20788,96875	16931,93359375	19197,37890625	15117,888671875	20059,427734375	11330,4228515625	18668,509765625	14475,4970703125
Q9Y548	YIPF1	Homo sapiens	Protein YIPF1	YIPF1_HUMAN	1	1	1	False	22597,029296875	NaN	13830,724609375	31079,7109375	NaN	NaN	16279,130859375	38527,8046875	NaN	NaN	47631,76171875	20554,30859375	124421,3984375	NaN	58020,8203125	129463,1640625	NaN	134899,1875	150140,078125	138781,71875	NaN	142442,90625	135483,75	124345,3671875
Q9Y561;Q9Y561-2	LRP12	Homo sapiens	Low-density lipoprotein receptor-related protein 12;Isoform 2 of Low-density lipoprotein receptor-related protein 12	LRP12_HUMAN	2	2	2	False	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1718,783447265625	NaN	5238,1953125
Q9Y570;Q9Y570-4	PPME1	Homo sapiens	Protein phosphatase methylesterase 1;Isoform 4 of Protein phosphatase methylesterase 1	PPME1_HUMAN	14	14	14	False	509743,59375	577935,4375	451890,15625	427080,375	567803,3125	559723,0625	524771,4375	481078,4375	590118,0625	430637,75	475887,8125	538872,75	107207,453125	115983,578125	95893,3984375	97968,234375	101916,9140625	116412,3515625	107831,6796875	104718,6015625	113537,765625	104011,7265625	102415,265625	93828,1640625
Q9Y572	RIPK3	Homo sapiens	Receptor-interacting serine/threonine-protein kinase 3	RIPK3_HUMAN	10	10	10	True	139912,40625	107306,2421875	118290,7421875	119164,3671875	126662,75	125716,671875	69878,890625	78502,0390625	49419,4921875	67777,9296875	51335,36328125	47951,828125	17947,203125	22116,818359375	16818,541015625	16627,927734375	21147,298828125	17710,681640625	6913,294921875	8544,86328125	12334,5380859375	9061,3740234375	9894,4013671875	10340,7548828125
Q9Y576	ASB1	Homo sapiens	Ankyrin repeat and SOCS box protein 1	ASB1_HUMAN	1	1	1	False	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44213,98828125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2731,7548828125
Q9Y580	RBM7	Homo sapiens	RNA-binding protein 7	RBM7_HUMAN	3	3	3	False	30904,158203125	49085,83984375	95252,890625	NaN	56221,51953125	98019,4453125	NaN	NaN	43112,06640625	34100,26171875	47200,07421875	85184,8359375	25223,177734375	14505,302734375	7787,916015625	6537,7158203125	6669,66455078125	5645,79736328125	NaN	NaN	4605,6748046875	3451,0712890625	4118,55810546875	1112,273681640625
Q9Y584	TIMM22	Homo sapiens	Mitochondrial import inner membrane translocase subunit Tim22	TIM22_HUMAN	3	3	3	False	44146,1640625	2775,244140625	21219,70703125	23073,197265625	7415,26904296875	10385,6513671875	NaN	10918,1953125	14508,64453125	10074,82421875	41648,890625	55530,1796875	190543,375	134021,984375	122118,0078125	44705,8359375	79211,125	58537,12890625	NaN	107595,4296875	50816,2109375	80491,1484375	29833,87890625	22549,642578125
Q9Y587	AP4S1	Homo sapiens	AP-4 complex subunit sigma-1	AP4S1_HUMAN	2	2	2	False	70131,2578125	81270,359375	138487,234375	102877,0546875	175277,5625	139814,9375	160997,0625	85958,109375	123124,1953125	116852,390625	87711,875	81164,0078125	17817,298828125	17211,880859375	18779,423828125	17279,8984375	22970,173828125	17770,84765625	17529,013671875	14973,1845703125	16906,70703125	15231,5	15121,4912109375	11557,787109375
Q9Y597;Q9Y597-2	KCTD3	Homo sapiens	BTB/POZ domain-containing protein KCTD3;Isoform 2 of BTB/POZ domain-containing protein KCTD3	KCTD3_HUMAN	4	4	5	False	483937,3125	19280,056640625	57170,9453125	9495,90625	204698,234375	5618,880859375	NaN	10422,6572265625	18168,041015625	14415,25390625	23086,68359375	4194,50927734375	8651,669921875	14246,5791015625	9491,078125	7534,23095703125	10462,8876953125	9940,837890625	NaN	7644,3544921875	14053,478515625	11215,1806640625	8729,232421875	6829,5107421875
Q9Y5A7;Q9Y5A7-2	NUB1	Homo sapiens	NEDD8 ultimate buster 1;Isoform 2 of NEDD8 ultimate buster 1	NUB1_HUMAN	11	11	11	False	52949,125	50210,1171875	58891,8671875	41217,1171875	37323,65625	44982,86328125	51249,85546875	60659,59375	54468,55859375	45824,55078125	59195,8203125	53724,4765625	59612,3125	68564,25	54658,734375	56530,53125	57587,7265625	56590,765625	58041,28515625	55428,94921875	59829,43359375	61077,79296875	59035,05078125	60052,51953125
Q9Y5A9;Q9Y5A9-2	YTHDF2	Homo sapiens	YTH domain-containing family protein 2;Isoform 2 of YTH domain-containing family protein 2	YTHD2_HUMAN	5	5	5	False	98096,421875	165363,359375	132977,4375	97443,96875	187721,859375	167931,21875	158044,96875	110183,9609375	142328,421875	165445,984375	136231,046875	122868,65625	5841,896484375	12987,0830078125	8925,73828125	5346,74365234375	12424,8046875	8981,3232421875	8306,48828125	7297,6455078125	10645,5830078125	7373,21923828125	11313,5341796875	7076,52880859375
Q9Y5B0;Q9Y5B0-4	CTDP1	Homo sapiens	RNA polymerase II subunit A C-terminal domain phosphatase;Isoform 4 of RNA polymerase II subunit A C-terminal domain phosphatase	CTDP1_HUMAN	6	6	6	False	13758,4638671875	4241,76123046875	10453,482421875	6376,59326171875	9200,6318359375	12081,1611328125	7382,8134765625	27584,326171875	22114,029296875	10777,482421875	8870,109375	11635,6923828125	7344,298828125	12523,830078125	9005,005859375	5234,77490234375	8169,9404296875	6618,5673828125	7345,6806640625	6077,8310546875	6224,36376953125	6359,17626953125	7647,7890625	7171,552734375
Q9Y5B6	PAXBP1	Homo sapiens	PAX3- and PAX7-binding protein 1	PAXB1_HUMAN	3	3	3	False	29931,94140625	46604,734375	19316,431640625	89089,4375	58738,31640625	106631,4296875	29051,158203125	NaN	75103,0625	33861,7890625	58686,078125	15924,916015625	12455,2353515625	12769,9189453125	9102,8427734375	5496,95654296875	14764,0888671875	12119,35546875	8887,2802734375	NaN	11048,8505859375	11716,3388671875	11032,3642578125	8022,40771484375
Q9Y5B8;Q9Y5B8-2	NME7	Homo sapiens	Nucleoside diphosphate kinase 7;Isoform 2 of Nucleoside diphosphate kinase 7	NDK7_HUMAN	6	6	6	False	91843,0546875	139894,375	94700,5703125	167770,484375	148893,96875	124636,828125	96366,5625	61042,02734375	90675,640625	117208,71875	95719,71875	100271,9375	19785,201171875	24162,51953125	27657,115234375	24192,97265625	30441,341796875	27942,69921875	30372,03515625	27729,75390625	26639,703125	22325,73828125	28938,224609375	27015,701171875
Q9Y5B9	SUPT16H	Homo sapiens	FACT complex subunit SPT16	SP16H_HUMAN	29	29	32	False	692589,125	663358,8125	661913,875	665580,875	690896	744053,4375	755493,6875	618470,625	360952,15625	633952,625	660447,875	589542,8125	145331	157924,015625	146707,171875	146351,5625	143247,734375	148198,859375	139224,546875	138673,34375	62960,80859375	127798,2890625	147055,59375	130681,234375
Q9Y5E7	PCDHB2	Homo sapiens	Protocadherin beta-2	PCDB2_HUMAN	3	3	3	False	NaN	768147,125	653626,125	244104,625	720988,75	437570,28125	NaN	368407,46875	574301,0625	267680,6875	503346,15625	410263,21875	NaN	12759,23046875	13557,7841796875	26701,12109375	10653,8349609375	19899,703125	NaN	22498,39453125	11107,515625	9045,654296875	12377,8486328125	15932,1904296875
Q9Y5G0	PCDHGB5	Homo sapiens	Protocadherin gamma-B5	PCDGH_HUMAN	4	4	4	False	NaN	10680,9892578125	15123,1953125	21891,5078125	16275,0400390625	19596,8125	13759,5439453125	36088,90234375	21292,919921875	31884,5	59732,375	97292,8984375	NaN	9238,2470703125	6179,60302734375	4833,61181640625	4446,5556640625	6284,7333984375	6876,70166015625	20401,484375	10842,5888671875	13055,060546875	17839,248046875	19481,841796875
Q9Y5G2;Q9Y5G3	PCDHGB2;PCDHGB1	Homo sapiens	Protocadherin gamma-B2;Protocadherin gamma-B1	PCDGE_HUMAN;PCDGD_HUMAN	6	6	6	False	192667,78125	108025,3671875	206481,6875	227650,8125	147340,640625	176110,265625	166986,890625	281242	131003,8984375	142279,40625	246813,6875	363145,5625	21839,78125	21233,189453125	30905,08203125	35667,00390625	22648,8359375	31635,451171875	28191,12109375	49986,4453125	31191,478515625	36806,56640625	47662,80859375	65739,875
Q9Y5G8	PCDHGA5	Homo sapiens	Protocadherin gamma-A5	PCDG5_HUMAN	1	1	1	False	NaN	NaN	167136272	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1286376,75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9Y5H2	PCDHGA11	Homo sapiens	Protocadherin gamma-A11	PCDGB_HUMAN	3	3	3	False	186163,734375	50843,53125	139332,515625	124436,34375	55463,82421875	18949,5703125	77490,1875	167558,546875	49579,80078125	82735,25	40059,64453125	73472,453125	26697,37890625	2354,578125	22278,859375	31153,603515625	8068,12451171875	9194,3134765625	23206,6015625	33700,3359375	10721,1162109375	16110,1328125	16251,2529296875	31171,5625
Q9Y5H3	PCDHGA10	Homo sapiens	Protocadherin gamma-A10	PCDGA_HUMAN	3	3	3	False	97270,453125	61320,01953125	54306,83203125	75147,6640625	49481,921875	21644,859375	31499,96875	100688,7578125	68301,515625	9023,36328125	76229,71875	81557,78125	9745,9462890625	2509,26220703125	6175,06005859375	13084,9912109375	2861,588134765625	5603,076171875	3255,4951171875	11908,2548828125	2250,791748046875	4590,7216796875	6190,7900390625	10075,56640625
Q9Y5J1	UTP18	Homo sapiens	U3 small nucleolar RNA-associated protein 18 homolog	UTP18_HUMAN	7	7	7	False	505142,125	282350,375	274297,46875	330591,71875	227229,21875	295338,40625	479061,4375	340698,9375	NaN	232647,875	203523,15625	312982,96875	21511,833984375	4950,63525390625	15546,2421875	16972,646484375	10929,9287109375	16754,166015625	14959,5966796875	15994,564453125	NaN	12124,318359375	18824,263671875	23204,873046875
Q9Y5J5	PHLDA3	Homo sapiens	Pleckstrin homology-like domain family A member 3	PHLA3_HUMAN	1	1	1	False	10106,68359375	33991,6796875	10799,3955078125	42549,046875	106253,0625	48753,6015625	32351,923828125	19163,072265625	46619,69140625	36828,0078125	53417,10546875	15465,53125	3000,333740234375	7371,99755859375	5901,8974609375	5662,087890625	10209,7783203125	7384,73828125	3333,058837890625	4624,791015625	6271,59814453125	7549,501953125	7562,17236328125	6332,9267578125
Q9Y5J6	TIMM10B	Homo sapiens	Mitochondrial import inner membrane translocase subunit Tim10 B	T10B_HUMAN	5	5	5	False	134642,359375	127307,8984375	104772,4375	102678,421875	112309,484375	118143,265625	79506,28125	100871,53125	129456,578125	226160,625	79396,2578125	72261,859375	25521,83984375	30012,318359375	26612,26171875	28939,12890625	31211,77734375	34001,3046875	21276,73828125	19745,2734375	26460,361328125	24305	22124,361328125	20885,486328125
Q9Y5J7	TIMM9	Homo sapiens	Mitochondrial import inner membrane translocase subunit Tim9	TIM9_HUMAN	5	5	6	False	666717,25	633292,75	557567,625	426006	578843	631532,125	362449,75	454027,78125	442657	563433,5625	522608,0625	383340,125	207759,609375	261502,28125	218283,484375	199733,234375	229205,890625	248456,625	153115,90625	184169,640625	192313,125	213341,03125	175056,765625	144987,390625
Q9Y5J9	TIMM8B	Homo sapiens	Mitochondrial import inner membrane translocase subunit Tim8 B	TIM8B_HUMAN	3	3	3	False	217080,875	336518,90625	291086	235326,515625	368163,71875	255440,65625	230677,40625	206452,46875	316684,875	261245,171875	275816,625	228807,15625	50232,07421875	61238,59765625	58762,37109375	54737,05078125	64463,33203125	64340,95703125	43626,84765625	50065,66796875	59072,37109375	55358,453125	54955,5703125	48967,5390625
Q9Y5K5-2;Q9Y5K5-3;Q9Y5K5-4	UCHL5	Homo sapiens	Isoform 2 of Ubiquitin carboxyl-terminal hydrolase isozyme L5;Isoform 3 of Ubiquitin carboxyl-terminal hydrolase isozyme L5;Isoform 4 of Ubiquitin carboxyl-terminal hydrolase isozyme L5	UCHL5_HUMAN	19	19	20	False	239729,515625	416017,125	330638,90625	157130,03125	390906,5	229041,875	319485,6875	255287,609375	400047,09375	284954,84375	304597,15625	266119	34814,82421875	66839,71875	52558,8046875	30745,1171875	58486,6484375	36119,8046875	45638,79296875	38469,88671875	62356,7265625	40282,33203125	48057,203125	39419,953125
Q9Y5K6	CD2AP	Homo sapiens	CD2-associated protein	CD2AP_HUMAN	21	21	21	False	210688,078125	244532,046875	189019,984375	215576,765625	237065,984375	256707,34375	161559,96875	175335,59375	229851,609375	226132,484375	183396,546875	177583,3125	84240,1796875	106319,8125	92312,4296875	87458,0859375	104360,84375	107628,7890625	83478,5390625	81309,171875	87031,28125	95371,8671875	84480,4140625	78241,2890625
Q9Y5K8	ATP6V1D	Homo sapiens	V-type proton ATPase subunit D	VATD_HUMAN	5	5	5	False	290689,65625	485821,25	423536,28125	244735,765625	322835,75	453662,3125	316526,125	309366,09375	442052,875	448850,3125	365875,78125	325279,75	32689,865234375	36884,40234375	38421,39453125	37559,62109375	30893,587890625	45086,48828125	42116,84375	46120,18359375	42021,9765625	47921,08984375	33574,94921875	34851,71875
Q9Y5L0;Q9Y5L0-3	TNPO3	Homo sapiens	Transportin-3;Isoform 3 of Transportin-3	TNPO3_HUMAN	19	19	22	False	135614,046875	137183,09375	151030,140625	163625,546875	149797,3125	143472,53125	206249,625	131390,296875	165321,890625	160316,21875	178090,359375	173228,515625	45348,609375	38699,6328125	40082,74609375	45590,21484375	47150,03515625	38632,87109375	45150,4296875	42074,92578125	44871,3359375	36704,09765625	42976,8046875	47327,125
Q9Y5L4	TIMM13	Homo sapiens	Mitochondrial import inner membrane translocase subunit Tim13	TIM13_HUMAN	3	3	4	False	474305,1875	496985,375	427392,34375	557820,5	613241,1875	608179,9375	393020,46875	403444,5625	466595,25	594750,625	458819,4375	360949,125	154866,0625	214709,21875	143608,390625	151627,1875	189107,71875	191750,078125	122553,40625	144477,015625	148616,15625	174478,109375	124439,9140625	116996,2890625
Q9Y5M8	SRPRB	Homo sapiens	Signal recognition particle receptor subunit beta	SRPRB_HUMAN	14	14	18	False	1809872,25	195775,390625	1149817,625	2114646,25	381717,84375	312399,9375	1267770,375	1362055,625	164827,078125	781426,125	851774,875	1574429,75	450061,28125	52359,02734375	308145,71875	542236,9375	110764,703125	96370,2890625	319029,28125	360358,59375	61498,46484375	212063,34375	213078,0625	377761,875
Q9Y5N5	N6AMT1	Homo sapiens	Methyltransferase N6AMT1	N6MT1_HUMAN	5	5	5	False	45265,59765625	69062,4375	41314,203125	31330	68728,765625	68304,8984375	46106,62109375	43900,11328125	51177,6953125	36653,65625	41543,31640625	30077,697265625	18951,478515625	28619,287109375	17475,943359375	14874,0029296875	21084,615234375	25403,84765625	17455,587890625	16263,5791015625	21145,48046875	22023,775390625	16877,892578125	15823,39453125
Q9Y5N6	ORC6	Homo sapiens	Origin recognition complex subunit 6	ORC6_HUMAN	1	1	1	False	344393,78125	260318,15625	247497,046875	222349,90625	310606,1875	109455,7109375	535693,3125	296078,96875	351146,03125	180138,78125	146081,953125	165387,0625	3434,530029296875	3450,73974609375	7581,4921875	4913,18896484375	1161,7974853515625	6054,8037109375	1447,916015625	NaN	2579,703369140625	69,00823974609375	3580,356201171875	715,2832641601562
Q9Y5P4;Q9Y5P4-2;Q9Y5P4-3	CERT1	Homo sapiens	Ceramide transfer protein;Isoform 2 of Ceramide transfer protein;Isoform 3 of Ceramide transfer protein	CERT_HUMAN	20	20	21	False	162572,859375	228519,015625	215102,5	167618,15625	223977,65625	241857,734375	177947,78125	210938,546875	208727,328125	216127,28125	234781,109375	184023,125	47616,38671875	57698,01171875	54162,13671875	47452,26171875	57830,515625	59743,50390625	51540,765625	55699,97265625	54250,49609375	49731,71875	55027,29296875	56044,17578125
Q9Y5P6;Q9Y5P6-2	GMPPB	Homo sapiens	Mannose-1-phosphate guanyltransferase beta;Isoform 2 of Mannose-1-phosphate guanyltransferase beta	GMPPB_HUMAN	11	11	12	False	788904,5625	937936,9375	729023,4375	731714,5625	876167,6875	768103,625	921550	699899	854774,75	627724,1875	796726,8125	707259,5625	297468,75	342344,6875	261187,125	250141,90625	325035,875	279975,03125	294986,25	229943,5625	318866,75	236197,484375	278410,0625	254583,625
Q9Y5Q0	FADS3	Homo sapiens	Fatty acid desaturase 3	FADS3_HUMAN	11	11	12	False	217219,90625	78743,5859375	200242,4375	237023,609375	124099,390625	79784,0390625	245394,578125	206201,359375	45926,6484375	90749,8359375	124141,703125	232466,90625	23859,5	3010,411865234375	27107,37890625	30087,30078125	4990,25048828125	4572,36474609375	34760,9609375	35322,26171875	6315,27587890625	15920,0390625	15446,40234375	35973,48046875
Q9Y5Q8;Q9Y5Q8-2;Q9Y5Q8-3	GTF3C5	Homo sapiens	General transcription factor 3C polypeptide 5;Isoform 2 of General transcription factor 3C polypeptide 5;Isoform 3 of General transcription factor 3C polypeptide 5	TF3C5_HUMAN	9	9	9	False	125814,609375	79071,7109375	100377,7890625	98832,5234375	115069,921875	88497,4453125	107940,96875	78669,3828125	35955,84375	62440,97265625	52116,828125	70335,1171875	33216	32574,447265625	34354,25390625	38469,46484375	33962,0859375	24901,978515625	28003,994140625	33438,1484375	16859,681640625	26381,72265625	26187,529296875	24119,787109375
Q9Y5Q9	GTF3C3	Homo sapiens	General transcription factor 3C polypeptide 3	TF3C3_HUMAN	10	10	11	False	267756,1875	220103,515625	291881,5625	286835,71875	206069,96875	251669,984375	365206,75	276017,3125	136349,875	176840,890625	193818,515625	207483,03125	32317,25	25849,78125	19702,84375	25477,955078125	24590,072265625	22717,689453125	26799,240234375	21348,353515625	21387,68359375	17984,859375	16663,513671875	19375,251953125
Q9Y5R4	HEMK1	Homo sapiens	MTRF1L release factor glutamine methyltransferase	HEMK1_HUMAN	2	2	2	False	NaN	NaN	85411,5859375	NaN	NaN	NaN	78609,078125	26998,46484375	17185,361328125	NaN	NaN	65703,7421875	NaN	NaN	7544,40185546875	NaN	NaN	NaN	6224,87939453125	5278,55712890625	3365,356201171875	NaN	NaN	3132,80615234375
Q9Y5R8	TRAPPC1	Homo sapiens	Trafficking protein particle complex subunit 1	TPPC1_HUMAN	4	4	4	False	41303,59375	43069,23828125	38276,76171875	33221,9453125	14308,986328125	13809,4716796875	NaN	12941,826171875	13971,025390625	NaN	21459,6640625	NaN	24804,640625	28219,36328125	24707,66796875	21750,91796875	27457,751953125	23204,564453125	19146,1875	23889,30078125	23649,341796875	18433,6015625	23152,0078125	16425,255859375
