PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ASC_TLR10_LOV_WCL_Light_1.raw.PG.MS1Quantity	[2] ASC_TLR10_LOV_WCL_Light_2.raw.PG.MS1Quantity	[3] ASC_TLR10_LOV_WCL_Light_3.raw.PG.MS1Quantity	[4] ASC_TLR10_LOV_WCL_WO_1.raw.PG.MS1Quantity	[5] ASC_TLR10_LOV_WCL_WO_2.raw.PG.MS1Quantity	[6] ASC_TLR10_LOV_WCL_WO_3.raw.PG.MS1Quantity	[7] ASC_WT_WCL_Light_1.raw.PG.MS1Quantity	[8] ASC_WT_WCL_Light_2.raw.PG.MS1Quantity	[9] ASC_WT_WCL_Light_3.raw.PG.MS1Quantity	[10] ASC_WT_WCL_WO_1.raw.PG.MS1Quantity	[11] ASC_WT_WCL_WO_2.raw.PG.MS1Quantity	[12] ASC_WT_WCL_WO_3.raw.PG.MS1Quantity	[1] ASC_TLR10_LOV_WCL_Light_1.raw.PG.MS2Quantity	[2] ASC_TLR10_LOV_WCL_Light_2.raw.PG.MS2Quantity	[3] ASC_TLR10_LOV_WCL_Light_3.raw.PG.MS2Quantity	[4] ASC_TLR10_LOV_WCL_WO_1.raw.PG.MS2Quantity	[5] ASC_TLR10_LOV_WCL_WO_2.raw.PG.MS2Quantity	[6] ASC_TLR10_LOV_WCL_WO_3.raw.PG.MS2Quantity	[7] ASC_WT_WCL_Light_1.raw.PG.MS2Quantity	[8] ASC_WT_WCL_Light_2.raw.PG.MS2Quantity	[9] ASC_WT_WCL_Light_3.raw.PG.MS2Quantity	[10] ASC_WT_WCL_WO_1.raw.PG.MS2Quantity	[11] ASC_WT_WCL_WO_2.raw.PG.MS2Quantity	[12] ASC_WT_WCL_WO_3.raw.PG.MS2Quantity
Q9BRR8	GPATCH1	Homo sapiens	G patch domain-containing protein 1	GPTC1_HUMAN	7	7	7	False	22284,62890625	29522,958984375	18336,849609375	21376,80859375	14552,08984375	12641,0869140625	13843,724609375	16800,265625	15240,5166015625	11585,072265625	17262,123046875	16829,296875	4978,67041015625	5076,576171875	4524,22509765625	4844,79541015625	5185,3291015625	5565,90966796875	4148,9931640625	5852,4951171875	5241,59033203125	4474,74609375	7923,56298828125	4694,50927734375
Q9BRS2	RIOK1	Homo sapiens	Serine/threonine-protein kinase RIO1	RIOK1_HUMAN	9	9	9	False	30066,310546875	23821,04296875	25015,9453125	21153,19140625	18194,060546875	19348,9375	11121,6328125	16578,841796875	14566,353515625	15643,2353515625	16949,234375	11813,2158203125	6684,67333984375	5863,583984375	4405,82666015625	6178,2216796875	5382,81591796875	5561,150390625	7597,9619140625	5661,53125	5062,490234375	6812,60009765625	6917,69921875	5944,67578125
Q9BRS8	LARP6	Homo sapiens	La-related protein 6	LARP6_HUMAN	12	12	12	False	67053,2734375	64240,546875	52323,71484375	66231,6171875	67170,953125	43633,23046875	49514,84765625	42350,48828125	56885,203125	43664,35546875	52824,390625	44419,25390625	15145,3232421875	15823,931640625	14106,158203125	14697,8837890625	14832,2509765625	14920,62109375	16498,630859375	16440,5546875	14663,3125	12667,708984375	16062,99609375	16880,541015625
Q9BRT2	UQCC2	Homo sapiens	Ubiquinol-cytochrome-c reductase complex assembly factor 2	UQCC2_HUMAN	2	2	2	False	NaN	NaN	33896,27734375	37519,0703125	11365,228515625	NaN	11449,3466796875	31299,3984375	NaN	30314,943359375	28498,189453125	NaN	NaN	NaN	4555,87646484375	2307,502197265625	2220,218994140625	NaN	3876,501708984375	1033,136962890625	NaN	3146,296875	5543,36962890625	NaN
Q9BRT3	MIEN1	Homo sapiens	Migration and invasion enhancer 1	MIEN1_HUMAN	3	3	3	False	557937	482978,125	486355,875	501565,0625	432612,03125	433766,78125	422510	401399,46875	428831,71875	398571,9375	462629,625	385839,4375	126481	98312,625	105255,3359375	94463,734375	92299,96875	101650,2109375	83406,6015625	97058,921875	90602,6875	89796,6171875	109333,1875	89299,921875
Q9BRT6	LLPH	Homo sapiens	Protein LLP homolog	LLPH_HUMAN	2	2	2	True	82942,484375	111293,140625	30824,091796875	66316,046875	56491,8671875	102018,984375	72475,609375	74991,1640625	42620,7109375	87015,2265625	71640,359375	84306,046875	3022,948486328125	4476,49951171875	1197,7861328125	2896,897705078125	2328,0966796875	2902,55517578125	3698,603271484375	2996,169921875	2658,227294921875	4705,80322265625	5281,84521484375	3891,777099609375
Q9BRT9	GINS4	Homo sapiens	DNA replication complex GINS protein SLD5	SLD5_HUMAN	4	4	4	False	22935,216796875	43652,23046875	18885,859375	14558,521484375	20776,330078125	17342,197265625	39598,80859375	36845,5	17767,556640625	20826,9296875	3821,336181640625	3341,3154296875	3013,419921875	2014,8609619140625	2903,74365234375	1685,8955078125	2364,25830078125	1607,8212890625	4363,43701171875	2798,21142578125	1056,1741943359375	2817,11962890625	3046,310791015625	2945,83447265625
Q9BRU9	UTP23	Homo sapiens	rRNA-processing protein UTP23 homolog	UTP23_HUMAN	2	2	2	True	44979,12109375	73193,4375	18597,298828125	20143,06640625	15153,9306640625	26215,951171875	22893,15625	27803,9921875	17590,876953125	21673,509765625	999,7357177734375	27271,896484375	6600,8486328125	10721,7822265625	4965,42822265625	6485,73193359375	6806,43115234375	8014,49169921875	10418,744140625	11267,7099609375	5958,75	2163,270751953125	5650,3046875	6664,00830078125
Q9BRV8;Q9BRV8-2	SIKE1	Homo sapiens	Suppressor of IKBKE 1;Isoform 2 of Suppressor of IKBKE 1	SIKE1_HUMAN	2	2	2	False	93914,9140625	86314,21875	34030,546875	23250,283203125	34087,21875	38383,34375	30121,0546875	31261	30761,435546875	33801,29296875	10,90013599395752	NaN	2093,44580078125	2742,55615234375	1050,1348876953125	1922,3382568359375	1369,447509765625	2445,013427734375	2840,489990234375	1963,727294921875	3086,07275390625	1831,147705078125	2440,80517578125	NaN
Q9BRX2	PELO	Homo sapiens	Protein pelota homolog	PELO_HUMAN	16	16	17	False	109295,5390625	158997,65625	174298,625	172937,65625	150392,140625	156439,9375	218713,984375	190726,1875	129360,109375	157131,109375	181672,640625	151015,8125	27503,728515625	31109,126953125	30214,07421875	28440,390625	30120,796875	27712,98828125	30401,7265625	28638,703125	28879,77734375	32655,818359375	31390,58984375	29796,89453125
Q9BRX5;Q9BRX5-3	GINS3	Homo sapiens	DNA replication complex GINS protein PSF3;Isoform 3 of DNA replication complex GINS protein PSF3	PSF3_HUMAN	4	4	4	True	14939,6337890625	19282,294921875	15068,8818359375	21468,6015625	25794,099609375	9277,5126953125	43323,5546875	32677,740234375	18743,76953125	18266,728515625	12855,2666015625	20070,162109375	5156,52001953125	5686,2626953125	6229,2578125	5767,376953125	6457,6279296875	4594,55517578125	9478,548828125	9894,0810546875	6481,65087890625	7256,4560546875	9346,3857421875	7388,66015625
Q9BRX8;Q9BRX8-2	PRXL2A	Homo sapiens	Peroxiredoxin-like 2A;Isoform 2 of Peroxiredoxin-like 2A	PXL2A_HUMAN	2	2	2	False	NaN	NaN	8184,92431640625	2453,19384765625	8359,921875	8964,1787109375	7833,94677734375	3579,533447265625	NaN	4914,654296875	3242,668212890625	4574,884765625	3689,86962890625	5284,68310546875	4724,7490234375	5092,46533203125	5976,267578125	4600,92578125	3075,679443359375	4949,9228515625	3398,938232421875	7367,8447265625	4179,8544921875	2727,14990234375
Q9BRX9	WDR83	Homo sapiens	WD repeat domain-containing protein 83	WDR83_HUMAN	2	2	2	False	35521,3984375	23069,705078125	19147,8671875	9758,5234375	8019,416015625	12430,5791015625	16139,404296875	7148,5400390625	5550,6884765625	7727,2265625	5429,63427734375	14984,431640625	2877,728515625	1011,9447021484375	808,6655883789062	1975,4754638671875	3158,0595703125	2880,76953125	3258,411865234375	2854,78125	4322,52880859375	2993,039794921875	3675,670166015625	4538,42333984375
Q9BRZ2	TRIM56	Homo sapiens	E3 ubiquitin-protein ligase TRIM56	TRI56_HUMAN	14	14	15	False	148178,9375	141786,8125	142651,671875	103489,640625	113877,859375	125492,4296875	133915,796875	118686,0078125	164272,703125	87871,15625	70741,1484375	109330,34375	25436,3515625	27834,205078125	25990,927734375	18995,3984375	19929,478515625	19384,61328125	27171,798828125	25738,86328125	29924,041015625	28420,419921875	20140,541015625	26581,046875
Q9BS16	CENPK	Homo sapiens	Centromere protein K	CENPK_HUMAN	1	1	1	False	9339,4814453125	28119,3828125	10334,7724609375	13349,552734375	30829,923828125	18454,810546875	9378,2822265625	17498,267578125	8438,486328125	6864,45166015625	22374,248046875	7909,57861328125	6109,64111328125	6409,5654296875	6692,20703125	7451,205078125	7904,0986328125	5420,16357421875	8073,14013671875	6708,15478515625	3757,94580078125	7096,78564453125	3802,9580078125	5920,841796875
Q9BS18	ANAPC13	Homo sapiens	Anaphase-promoting complex subunit 13	APC13_HUMAN	2	2	2	False	NaN	NaN	NaN	11610,146484375	NaN	30384,21484375	1270,638427734375	1507,6934814453125	9180,60546875	5571,861328125	13918,8408203125	NaN	NaN	NaN	NaN	4186,330078125	5502,8642578125	2211,8095703125	4560,98876953125	4840,9931640625	4093,57177734375	1321,1861572265625	3241,2626953125	NaN
Q9BS26	ERP44	Homo sapiens	Endoplasmic reticulum resident protein 44	ERP44_HUMAN	19	20	25	False	2023862,5	2630510,5	2263036,5	2508927,5	2539608,5	2427841	2367873,75	2308889	1637632,875	1893038,375	1954896,5	1673349,625	586692	674880,5625	661158,75	680339,6875	673259,1875	645336,4375	643226,3125	656665,125	483285,25	553428,75	605271,875	463059,1875
Q9BS40	LXN	Homo sapiens	Latexin	LXN_HUMAN	5	5	5	True	481857,5625	412562,3125	373232,375	447321,8125	384459,53125	392195,375	233843,765625	258475,3125	214144,015625	205774,609375	284221,25	186105,234375	62297,3359375	65958,1328125	56507,421875	64508,19921875	64101,41015625	58689,25390625	43198,31640625	50215,515625	31956,43359375	29699,279296875	60960,06640625	22936,74609375
Q9BSB4	ATG101	Homo sapiens	Autophagy-related protein 101	ATGA1_HUMAN	5	5	6	True	75625,3359375	94893,6796875	81880,4609375	72276,265625	40841,46875	47669,03125	54299,234375	67771,6640625	59514,36328125	26591,03125	34179,29296875	57694,8125	11862,9521484375	13333,865234375	11820,798828125	10120,6162109375	10938,98046875	11468,6376953125	9188,001953125	9656,8837890625	11058,263671875	8215,548828125	8370,134765625	8087,61181640625
Q9BSC4	NOL10	Homo sapiens	Nucleolar protein 10	NOL10_HUMAN	14	14	15	False	83873,0625	93837,5546875	62962,4765625	85059,5625	71025,9765625	72724,390625	101928,3359375	71316,0859375	73218,515625	77443,609375	67905,765625	85547,75	15199,40625	14946,109375	10980,9970703125	12358,6875	12955,029296875	10611,1298828125	17657,837890625	16692,6640625	16132,859375	14735,4765625	14926,2451171875	16312,1162109375
Q9BSD7	NTPCR	Homo sapiens	Cancer-related nucleoside-triphosphatase	NTPCR_HUMAN	9	9	12	False	296348,8125	353719,9375	335501,9375	278721,5625	309190,84375	304714,5625	341360,5	367292,71875	325657,0625	364567,28125	288259,8125	304530,75	64580,21875	72701,6953125	75260,4921875	60803,921875	67983,75	64150,37109375	70662,3515625	77062,4296875	68577,2421875	64037,48828125	61200,34375	70315,1640625
Q9BSE4	HERPUD2	Homo sapiens	Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein	HERP2_HUMAN	1	1	1	False	NaN	NaN	7219,1669921875	9391,4208984375	NaN	NaN	NaN	5331,14013671875	23464,333984375	21835,119140625	7639,39501953125	10876,9775390625	NaN	4372,41796875	11689,8759765625	8648,71484375	6557,97802734375	8055,54345703125	7041,80419921875	6137,7431640625	9004,478515625	11213,66015625	5386,99169921875	19672,193359375
Q9BSF4	TIMM29	Homo sapiens	Mitochondrial import inner membrane translocase subunit Tim29	TIM29_HUMAN	6	6	6	False	80466,109375	54487,30859375	119391,234375	77312,3125	88585,1796875	95180,5390625	82910,9609375	53837,35546875	58921,78125	105147,015625	45018,9375	78969,4140625	12331,72265625	13908,8505859375	17216,291015625	14571,830078125	16959,921875	16520,072265625	14549,5185546875	13569,599609375	11400,150390625	17567,072265625	8854,318359375	13619,0693359375
Q9BSH4	TACO1	Homo sapiens	Translational activator of cytochrome c oxidase 1	TACO1_HUMAN	9	9	12	False	137500,671875	205082,484375	234502,9375	190394,9375	197255,0625	198634,65625	171698,09375	153754,875	119665,6171875	123702,9375	160573,8125	72290,9375	16110,78125	19943,80078125	21507,578125	21107,251953125	22155,490234375	23721,318359375	16642,779296875	21494,87890625	14862,62890625	13171,9453125	20297,478515625	16403,62109375
Q9BSH5	HDHD3	Homo sapiens	Haloacid dehalogenase-like hydrolase domain-containing protein 3	HDHD3_HUMAN	6	6	6	True	97274,7265625	87271,140625	118367,5390625	74865,203125	95569,4140625	87488,0546875	61653,19140625	43576,66015625	50900,37109375	77607,3125	43272,41015625	98921,1484375	18334,986328125	20959,97265625	18942,04296875	18634,78515625	19477,49609375	17569,751953125	15147,748046875	15885,0185546875	13101,44140625	8477,4599609375	10475,951171875	8508,6728515625
Q9BSJ2;Q9BSJ2-4	TUBGCP2	Homo sapiens	Gamma-tubulin complex component 2;Isoform 3 of Gamma-tubulin complex component 2	GCP2_HUMAN	25	25	28	False	172931	193485,953125	223295,484375	172273,65625	171452,46875	150264,4375	171090,765625	167834,5	161026,203125	146282,296875	139293,390625	157810,671875	50506,8671875	53585,88671875	50951,0703125	47190,171875	50323,265625	43513,7265625	51366,96875	52567,59375	46412,890625	47927,140625	42640,1796875	45026,328125
Q9BSJ5;Q9BSJ5-2;Q9BSJ5-3	C17orf80	Homo sapiens	Uncharacterized protein C17orf80;Isoform 2 of Uncharacterized protein C17orf80;Isoform 3 of Uncharacterized protein C17orf80	CQ080_HUMAN	3	3	3	True	30385,640625	29405,517578125	15553,8876953125	12633,53125	16255,7666015625	14319,671875	22082,1171875	19433,259765625	21275,166015625	24704,279296875	10364,4677734375	12314,5732421875	4556,66357421875	2207,13525390625	4546,783203125	4036,2021484375	2704,379150390625	2299,997802734375	4049,8876953125	5054,72509765625	4906,10498046875	4945,60009765625	4447,03173828125	3931,8603515625
Q9BSJ8	ESYT1	Homo sapiens	Extended synaptotagmin-1	ESYT1_HUMAN	41	41	53	False	585169	526978,3125	877491,9375	739535,75	777426,1875	736761,6875	640914,75	662583	613887,4375	835248,5	523190,125	852713,25	109647,7265625	107462,9609375	167696,40625	144010,59375	148906,921875	148623,34375	123861,1796875	126998,921875	121283,25	166291,296875	111863,4765625	159296,140625
Q9BSK0	MARVELD1	Homo sapiens	MARVEL domain-containing protein 1	MALD1_HUMAN	2	2	2	True	200025,1875	105844,53125	79175,09375	76604,5546875	48977,046875	75467,6171875	75930,234375	54390,29296875	96792,9609375	97226,7109375	55574,19140625	52609,07421875	14664,8359375	8304,7001953125	9899,0927734375	6906,64306640625	7829,23974609375	13837,7685546875	6421,75634765625	3381,2685546875	9540,00390625	8453,240234375	5255,3994140625	4460,33349609375
Q9BSL1	UBAC1	Homo sapiens	Ubiquitin-associated domain-containing protein 1	UBAC1_HUMAN	11	11	11	False	173569,34375	123793,375	120877,0703125	118682,25	143223,6875	128799,8984375	134859,390625	154943,3125	121405,8125	119665,2421875	144761,25	123921,109375	17308,54296875	16343,927734375	15055,4423828125	15534,59765625	16500,12890625	16891,85546875	14462,74609375	15615,0068359375	14750,3193359375	10351,783203125	16792,125	13587,4560546875
Q9BSQ5;Q9BSQ5-2;Q9BSQ5-3;Q9BSQ5-4	CCM2	Homo sapiens	Cerebral cavernous malformations 2 protein;Isoform 2 of Cerebral cavernous malformations 2 protein;Isoform 3 of Cerebral cavernous malformations 2 protein;Isoform 4 of Cerebral cavernous malformations 2 protein	CCM2_HUMAN	3	3	3	True	51926,94140625	93385,015625	42085,30078125	46662,3828125	64128,921875	42554,390625	40273,10546875	42279,19140625	32275,080078125	26087,228515625	26589,611328125	13563,306640625	6945,048828125	7580,25537109375	4818,88427734375	4066,1494140625	6048,43603515625	6222,92236328125	2587,92724609375	3565,4169921875	1271,6807861328125	3934,3642578125	1906,96826171875	4135,7724609375
Q9BSR8	YIPF4	Homo sapiens	Protein YIPF4	YIPF4_HUMAN	1	1	1	True	236798,921875	180693,34375	270015,875	205892,125	153292,703125	131752,234375	364866,9375	207628,78125	222156,625	467205,28125	193837,671875	439073,25	85927,3671875	54283,19921875	64257,8125	56074,890625	56302,9453125	66416,546875	115799,484375	76729,8984375	78131,8125	163580,53125	66421,0703125	141253,84375
Q9BST9;Q9BST9-2;Q9BST9-3	RTKN	Homo sapiens	Rhotekin;Isoform 2 of Rhotekin;Isoform 3 of Rhotekin	RTKN_HUMAN	3	3	3	False	NaN	38588,3203125	123332,2578125	20290,068359375	31065,21875	5261,451171875	5271,470703125	6110,06201171875	10397,98046875	8688,083984375	251,30523681640625	4999,513671875	8167,01513671875	5429,8544921875	3321,177490234375	3821,268798828125	3344,902587890625	3197,54296875	5007,5615234375	4550,341796875	3214,99658203125	4224,36572265625	1976,05078125	4021,96435546875
Q9BSU1	PHAF1	Homo sapiens	Phagosome assembly factor 1	PHAF1_HUMAN	8	9	9	False	93617,0703125	109884,453125	86089,2734375	65326,13671875	66725,625	67019,40625	79767,28125	61695,96484375	71826,2421875	44344,75	53068,68359375	68742,09375	19382,169921875	20556,1796875	16974,052734375	14338,5341796875	16148,7587890625	14468,6162109375	13470,6064453125	13436,349609375	14977,1474609375	13986,21875	11842,13671875	14784,4658203125
Q9BSV6	TSEN34	Homo sapiens	tRNA-splicing endonuclease subunit Sen34	SEN34_HUMAN	8	8	9	False	87588,40625	104448,1796875	102124,6171875	79845,1796875	63617,26953125	98936,0703125	65072,6328125	82409,2109375	82075,609375	83555,6796875	102343,8203125	100435,8828125	11911,162109375	15203,46484375	12914,44921875	13490,7802734375	14622,6376953125	13733,6220703125	11189,5029296875	12473,5244140625	14764,5634765625	12191,5546875	13707,275390625	13051,8271484375
Q9BSW2	CRACR2A	Homo sapiens	EF-hand calcium-binding domain-containing protein 4B	EFC4B_HUMAN	10	10	10	False	8647,8056640625	6350,2109375	12918,802734375	10177,8818359375	8478,0830078125	9356,216796875	10026,6328125	4377,1298828125	9350,615234375	4676,2802734375	7857,47412109375	13694,046875	6279,30126953125	986,6939697265625	1750,7108154296875	2187,39306640625	1683,4608154296875	2409,323486328125	2573,26904296875	3063,327392578125	2843,95556640625	2135,736083984375	1476,4530029296875	2618,584228515625
Q9BSY4	CHCHD5	Homo sapiens	Coiled-coil-helix-coiled-coil-helix domain-containing protein 5	CHCH5_HUMAN	6	6	6	False	102313,9921875	161949,09375	131974,265625	118792,078125	161559,125	157209,03125	157677,46875	178090,828125	138889,71875	104745,6875	136520,484375	158122,296875	16453,455078125	18068,845703125	19751,845703125	16165,9130859375	15073,990234375	16405,412109375	16902,1953125	18618,16796875	15944,2138671875	16395,240234375	23443,3984375	19211,48828125
Q9BSY9;Q9BSY9-2	DESI2	Homo sapiens	Deubiquitinase DESI2;Isoform 2 of Deubiquitinase DESI2	DESI2_HUMAN	2	2	2	False	NaN	4180,8359375	10007,279296875	16530,802734375	4967,4462890625	7350,05517578125	NaN	24185,1328125	12418,958984375	NaN	0,7753957509994507	NaN	2051,836181640625	1516,1873779296875	1845,4156494140625	2827,424072265625	2773,758056640625	2726,64111328125	NaN	2527,419677734375	929,3805541992188	2338,53662109375	2838,287841796875	NaN
Q9BT09	CNPY3	Homo sapiens	Protein canopy homolog 3	CNPY3_HUMAN	7	7	8	False	485653,96875	518783,65625	583281,375	487510,21875	533045,8125	523066,03125	676963,5	592756,375	527688,125	496670,15625	499850,28125	421336,78125	98721,1328125	98023	98849,359375	92696,15625	98597,8203125	99987,8125	125082,640625	123662,6875	107215,2890625	76159,9765625	109724,1875	68592,2265625
Q9BT17	MTG1	Homo sapiens	Mitochondrial ribosome-associated GTPase 1	MTG1_HUMAN	4	4	4	False	5136,70458984375	18863,74609375	25186,109375	18568,55859375	27069,39453125	35555,28125	21371,693359375	31733,546875	26644,26171875	20270,03515625	21460,369140625	17932,1875	5879,4619140625	6053,62158203125	5383,48388671875	6118,84130859375	5400,38720703125	4942,4384765625	4834,55517578125	7281,3720703125	7652,88525390625	7950,83154296875	7185,53955078125	7445
Q9BT22	ALG1	Homo sapiens	Chitobiosyldiphosphodolichol beta-mannosyltransferase	ALG1_HUMAN	7	7	7	False	40483,12890625	14703,736328125	34227,8359375	45269,33203125	37200,29296875	32883,75	59633,79296875	35827,8046875	29640,79296875	112617,0546875	9275,7412109375	34676,53515625	10397,3662109375	6715,201171875	13071,919921875	15034,146484375	11964,59765625	10592,19921875	14690,1279296875	9596,2529296875	10032,720703125	35913,46875	6509,052734375	13408,71484375
Q9BT25;Q9BT25-2;Q9BT25-3	HAUS8	Homo sapiens	HAUS augmin-like complex subunit 8;Isoform 2 of HAUS augmin-like complex subunit 8;Isoform 3 of HAUS augmin-like complex subunit 8	HAUS8_HUMAN	6	6	6	False	110445,4296875	85810,1953125	131143,703125	56360,33984375	82626,9296875	55169,265625	96096,828125	44462,64453125	77665,6640625	72908,4375	47423,53125	83248,21875	7799,3994140625	5454,201171875	7696,19189453125	6572,4716796875	7045,43505859375	5304,70751953125	6413,244140625	7936,60302734375	5847,34521484375	9726,9072265625	7872,11669921875	9379,599609375
Q9BT30	ALKBH7	Homo sapiens	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial	ALKB7_HUMAN	4	4	4	False	10346,5908203125	9485,5517578125	23504,42578125	22120,455078125	21158,67578125	8100,97900390625	19734,080078125	54359,31640625	6548,818359375	24041,083984375	24025,8046875	21063,306640625	4630,0703125	4260,0927734375	4642,2509765625	5360,40087890625	4362,1826171875	3354,894287109375	6760,2900390625	3164,894287109375	3808,115234375	6072,19140625	2347,486083984375	2265,2568359375
Q9BT40;Q9BT40-2	INPP5K	Homo sapiens	Inositol polyphosphate 5-phosphatase K;Isoform 2 of Inositol polyphosphate 5-phosphatase K	INP5K_HUMAN	9	9	9	False	38692,80078125	54017,08203125	37253,28125	63500,03515625	53649,63671875	51587,46484375	43612,9921875	51657,66015625	38498,00390625	59871,9453125	46621,37890625	38517,35546875	13641,609375	16341,6923828125	14933,2607421875	16115,9404296875	17700,59765625	17928,044921875	13122,927734375	13028,791015625	13177,8955078125	18078,93359375	13665,1796875	15820,603515625
Q9BT67	NDFIP1	Homo sapiens	NEDD4 family-interacting protein 1	NFIP1_HUMAN	2	2	2	False	NaN	NaN	NaN	80679,7890625	NaN	49053,1015625	71444,6015625	NaN	202744,5	186520,625	87291,9921875	115789,171875	NaN	NaN	NaN	4512,5810546875	NaN	3490,517578125	3238,569580078125	NaN	3540,497802734375	3562,52490234375	2210,25732421875	2892,68994140625
Q9BT73	PSMG3	Homo sapiens	Proteasome assembly chaperone 3	PSMG3_HUMAN	4	5	5	False	343935,84375	286767,4375	200539,953125	217432,765625	224158,171875	202876,828125	211647,53125	195554,234375	259169,078125	204152,203125	151221,015625	141234,390625	48455,30078125	46021,640625	38399,2421875	32933,171875	40994,82421875	35165,62890625	30110,005859375	31777,052734375	42875,7890625	31234,08203125	29451,63671875	40311,68359375
Q9BT78	COPS4	Homo sapiens	COP9 signalosome complex subunit 4	CSN4_HUMAN	18	18	20	False	1265827,875	1310067,5	1182315,625	1133769,375	1147287,75	1170759	1263849,5	1230643,125	1188934,125	1133807,625	1109106,375	1158035,375	306121,96875	343166,65625	322533,28125	304915	296533,84375	298924,90625	312691,5625	323834,40625	288509,875	303313,15625	292381,03125	321635,875
Q9BT88	SYT11	Homo sapiens	Synaptotagmin-11	SYT11_HUMAN	2	2	2	False	69882,9921875	30118,375	37934,01171875	29408,1953125	NaN	NaN	54131,1328125	NaN	37109,58984375	52552,71484375	NaN	55679,8515625	3293,40576171875	2356,641845703125	NaN	2172,049072265625	NaN	NaN	3055,765625	NaN	2760,0009765625	4719,896484375	NaN	4366,435546875
Q9BT92	TCHP	Homo sapiens	Trichoplein keratin filament-binding protein	TCHP_HUMAN	1	1	1	False	NaN	NaN	12397,9296875	NaN	NaN	NaN	14109,171875	NaN	NaN	NaN	16289,484375	NaN	NaN	NaN	522,4601440429688	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1,985947608947754	NaN
Q9BTA9	WAC	Homo sapiens	WW domain-containing adapter protein with coiled-coil	WAC_HUMAN	17	17	17	False	108812,5859375	124794,171875	126451,1171875	109620,8671875	103575,6953125	104110,8046875	100756,40625	133567,640625	114203,4453125	119381,6015625	115499,390625	132545,140625	12926,8388671875	13497,734375	13180,2451171875	12353,1328125	13204,927734375	11320,0751953125	14865,4853515625	14805,08984375	13613,5625	13000,5341796875	16067,380859375	13319,07421875
Q9BTC0	DIDO1	Homo sapiens	Death-inducer obliterator 1	DIDO1_HUMAN	31	31	33	True	139733,09375	129847,5703125	144359,78125	86517,859375	114399,1796875	121974,5859375	106116,9453125	154041,6875	171104,4375	160104,640625	125028,7734375	165062,328125	30103,11328125	28342,97265625	30712,73046875	24069,658203125	24025,759765625	27021,46875	27748,890625	36603,27734375	41728,078125	37194,8125	37405,171875	44340,56640625
Q9BTC8;Q9BTC8-2	MTA3	Homo sapiens	Metastasis-associated protein MTA3;Isoform 2 of Metastasis-associated protein MTA3	MTA3_HUMAN	4	4	4	True	56944,9609375	45579,0703125	52891,63671875	46299,16015625	59761,3359375	50876,81640625	74904,5859375	55860,015625	58603,09375	57456,171875	40719,22265625	45193,22265625	8949,21484375	7585,40478515625	8330,7177734375	6846,63671875	6891,8916015625	7298,5302734375	8257,806640625	9506,1259765625	9470,763671875	6398,7109375	6726,66259765625	4734,67236328125
Q9BTD8;Q9BTD8-2;Q9BTD8-3;Q9BTD8-4	RBM42	Homo sapiens	RNA-binding protein 42;Isoform 2 of RNA-binding protein 42;Isoform 3 of RNA-binding protein 42;Isoform 4 of RNA-binding protein 42	RBM42_HUMAN	13	14	15	False	316658,4375	325665,46875	296137,40625	310533,71875	300472,3125	272922,125	314901,1875	372694,25	289477,59375	374878,4375	411647	417306,0625	47051,1796875	56271,88671875	47339,2265625	51087,234375	46596,5390625	50342,00390625	52857,015625	43619,58984375	47072,24609375	36546,2109375	60186,5078125	44124,75390625
Q9BTE1;Q9BTE1-2	DCTN5	Homo sapiens	Dynactin subunit 5;Isoform 2 of Dynactin subunit 5	DCTN5_HUMAN	5	5	5	False	422665,40625	475047,4375	403708,25	455094,15625	403970,03125	406357	369835,59375	385626,28125	390287,3125	355513,125	305923,3125	305904,53125	72807,484375	78761,75	78793,515625	82042,5546875	78436,1796875	73120,1484375	59338,24609375	64784,5859375	68830,875	70162,0703125	65914,875	65016,39453125
Q9BTE3;Q9BTE3-2	MCMBP	Homo sapiens	Mini-chromosome maintenance complex-binding protein;Isoform 2 of Mini-chromosome maintenance complex-binding protein	MCMBP_HUMAN	18	18	20	False	141070,015625	157767,296875	138194,15625	144300,125	140245,46875	113348,1015625	148415,359375	114379,2421875	118960,6484375	159996,9375	103451,046875	124569,359375	28420,541015625	31885,36328125	28340,013671875	31933,99609375	33297,1015625	24106,72265625	36562,00390625	29382,505859375	29032,55078125	34277,609375	27316,513671875	30463,724609375
Q9BTE6	AARSD1	Homo sapiens	Alanyl-tRNA editing protein Aarsd1	AASD1_HUMAN	11	11	11	False	151792,296875	172637,140625	155233,625	182171,0625	204256,25	144889,015625	139877,046875	144994,734375	138270,21875	165668,90625	191713,4375	196519,71875	30650,826171875	31879,859375	31240,94140625	34582,22265625	36600,20703125	36017,8046875	30898,021484375	28515,451171875	29982,056640625	32942,3125	36672,3359375	34768,22265625
