PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] OSTEO_ASC_WT_SN_WO_1.raw.PG.MS1Quantity	[2] OSTEO_ASC_WT_SN_WO_2.raw.PG.MS1Quantity	[3] OSTEO_ASC_WT_SN_WO_3.raw.PG.MS1Quantity	[4] OSTEO_ASC_WT_SN_Light_1.raw.PG.MS1Quantity	[5] OSTEO_ASC_WT_SN_Light_2.raw.PG.MS1Quantity	[6] OSTEO_ASC_WT_SN_Light_3.raw.PG.MS1Quantity	[7] OSTEO_ASC_TLR10_LOV_SN_WO_1.raw.PG.MS1Quantity	[8] OSTEO_ASC_TLR10_LOV_SN_WO_2.raw.PG.MS1Quantity	[9] OSTEO_ASC_TLR10_LOV_SN_WO_3.raw.PG.MS1Quantity	[10] OSTEO_ASC_TLR10_LOV_SN_Light_1.raw.PG.MS1Quantity	[11] OSTEO_ASC_TLR10_LOV_SN_Light_2.raw.PG.MS1Quantity	[12] OSTEO_ASC_TLR10_LOV_SN_Light_3.raw.PG.MS1Quantity	[1] OSTEO_ASC_WT_SN_WO_1.raw.PG.MS2Quantity	[2] OSTEO_ASC_WT_SN_WO_2.raw.PG.MS2Quantity	[3] OSTEO_ASC_WT_SN_WO_3.raw.PG.MS2Quantity	[4] OSTEO_ASC_WT_SN_Light_1.raw.PG.MS2Quantity	[5] OSTEO_ASC_WT_SN_Light_2.raw.PG.MS2Quantity	[6] OSTEO_ASC_WT_SN_Light_3.raw.PG.MS2Quantity	[7] OSTEO_ASC_TLR10_LOV_SN_WO_1.raw.PG.MS2Quantity	[8] OSTEO_ASC_TLR10_LOV_SN_WO_2.raw.PG.MS2Quantity	[9] OSTEO_ASC_TLR10_LOV_SN_WO_3.raw.PG.MS2Quantity	[10] OSTEO_ASC_TLR10_LOV_SN_Light_1.raw.PG.MS2Quantity	[11] OSTEO_ASC_TLR10_LOV_SN_Light_2.raw.PG.MS2Quantity	[12] OSTEO_ASC_TLR10_LOV_SN_Light_3.raw.PG.MS2Quantity
Q9BU40	CHRDL1	Homo sapiens	Chordin-like protein 1	CRDL1_HUMAN	1	1	1	False	63286,07421875	44472,95703125	22758,7265625	56259,97265625	52136,09375	30020,599609375	88089,78125	47713,26171875	62742,28125	89569,2421875	62692,0703125	64097,49609375	12652,5498046875	13362,404296875	11585,166015625	16460,298828125	10478,98828125	8210,8193359375	20297,173828125	10733,37109375	9695,6796875	15197,041015625	12022,283203125	12189,109375
Q9BU40-4	CHRDL1	Homo sapiens	Isoform 3 of Chordin-like protein 1	CRDL1_HUMAN	21	29	38	False	752405	871219	578198,0625	1136441,625	725391,0625	483991,53125	1135287,125	759596,4375	610540,9375	1087954,25	800695,375	716907,1875	84807,3515625	93061,40625	69537,6484375	125396,5	83105,2734375	61794,1484375	127166,9765625	86907,171875	70362,125	114148,921875	91506,0546875	82530,53125
Q9BUD6	SPON2	Homo sapiens	Spondin-2	SPON2_HUMAN	7	8	8	True	30456,740234375	19701,498046875	12736,6689453125	11514,4326171875	122519,421875	13574,841796875	108455,4453125	25424,01171875	176367,90625	64558,73828125	124787,046875	157105,25	2232,679931640625	4476,578125	4360,078125	3605,203125	23275,05078125	5145,5107421875	21765,826171875	6138,7236328125	28698,044921875	20476,146484375	30739,958984375	38456,06640625
Q9BUF5	TUBB6	Homo sapiens	Tubulin beta-6 chain	TBB6_HUMAN	6	6	6	False	113815,5078125	47848,6796875	15106,5068359375	60898,81640625	57235,54296875	51478,44921875	33214,53125	48520,45703125	12773,7724609375	37919,0234375	37776,6796875	32306,224609375	41778,3984375	16999,978515625	11539,0859375	26159,5859375	14273,0244140625	14682,0263671875	12177,8349609375	17401,263671875	9604,21484375	20851,75390625	16260,23828125	14400,74609375
Q9BUJ0	ABHD14A	Homo sapiens	Protein ABHD14A	ABHEA_HUMAN	1	1	1	False	NaN	34377,6953125	NaN	10844,2822265625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3346,94677734375	NaN	781,089111328125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9BUJ2;Q9BUJ2-2;Q9BUJ2-4	HNRNPUL1	Homo sapiens	Heterogeneous nuclear ribonucleoprotein U-like protein 1;Isoform 2 of Heterogeneous nuclear ribonucleoprotein U-like protein 1;Isoform 4 of Heterogeneous nuclear ribonucleoprotein U-like protein 1	HNRL1_HUMAN	4	4	4	True	221553,109375	171378,3125	117092,046875	149976,265625	80494,046875	161372,6875	131600,171875	219479,734375	NaN	111213,609375	137644,546875	167632,890625	4629,88720703125	2213,388671875	2264,343505859375	2281,701171875	1205,778076171875	1477,9886474609375	261,5613098144531	1448,3912353515625	402,6073913574219	1269,363037109375	494,1102294921875	6,0147576332092285
Q9BUN1	MENT	Homo sapiens	Protein MENT	MENT_HUMAN	1	1	1	False	NaN	12873,2578125	6319,498046875	17409,84765625	5428,3427734375	5184,94970703125	3075,887451171875	7568,59423828125	NaN	NaN	18378,341796875	13136,7392578125	2478,72412109375	5245,56884765625	3708,830078125	5569,67041015625	4122,8359375	3746,095458984375	4390,72216796875	7063,5029296875	3590,830078125	6532,15185546875	7608,45947265625	5876,03271484375
Q9BUP0	EFHD1	Homo sapiens	EF-hand domain-containing protein D1	EFHD1_HUMAN	4	4	4	False	35465,08203125	21783,87890625	12442,3056640625	16129,908203125	53924,89453125	9181,482421875	46654,859375	16615,98828125	46171,37109375	24425,224609375	18827,599609375	31846,123046875	2681,780517578125	1526,4405517578125	1808,546630859375	2310,719970703125	4957,6298828125	2444,0859375	4155,45947265625	1743,4058837890625	3043,596923828125	3754,15576171875	2556,18896484375	3269,24951171875
Q9BUR5;Q9BUR5-2	APOO	Homo sapiens	MICOS complex subunit MIC26;Isoform 2 of MICOS complex subunit MIC26	MIC26_HUMAN	1	1	1	False	7074,05810546875	6108,166015625	4574,357421875	NaN	11608,5849609375	7605,8701171875	NaN	NaN	20315,21484375	25563,15625	19375,45703125	NaN	4184,796875	1537,4085693359375	2494,20654296875	2317,7509765625	3152,709228515625	2686,58544921875	1781,46484375	1323,1810302734375	2711,219482421875	1898,8245849609375	1548,9263916015625	3575,58642578125
Q9BUT1;Q9BUT1-3	BDH2	Homo sapiens	3-hydroxybutyrate dehydrogenase type 2;Isoform 3 of 3-hydroxybutyrate dehydrogenase type 2	BDH2_HUMAN	1	1	1	False	8976,1513671875	9344,13671875	7625,06103515625	22413,42578125	7375,041015625	5898,82275390625	10034,8701171875	18733,92578125	22327,484375	12067,642578125	15392,984375	NaN	4383,490234375	3643,34228515625	2480,169677734375	4056,374267578125	3539,399169921875	5061,1015625	2420,347900390625	4028,205078125	2528,533935546875	5460,35107421875	4232,05712890625	2732,1806640625
Q9BV20;Q9BV20-2	MRI1	Homo sapiens	Methylthioribose-1-phosphate isomerase;Isoform 2 of Methylthioribose-1-phosphate isomerase	MTNA_HUMAN	1	1	1	False	4197,29345703125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11336,4873046875	NaN	5721,09423828125	NaN	1593,625732421875	NaN	1474,568603515625	NaN	3491,490478515625	NaN	NaN	NaN	3568,6748046875	NaN	1100,19287109375	NaN
Q9BV57	ADI1	Homo sapiens	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase	MTND_HUMAN	6	6	7	True	63077,04296875	120598,7734375	96720,0703125	49413,41796875	110458,5625	55828,60546875	77898,3984375	49447,19921875	93407,171875	23923,666015625	34238,7265625	30769,33203125	8212,88671875	8605,533203125	9120,46484375	3731,43212890625	7631,91064453125	5249,18701171875	4593,3212890625	3709,281494140625	6427,978515625	3194,447509765625	2733,031982421875	4429,419921875
Q9BV68	RNF126	Homo sapiens	E3 ubiquitin-protein ligase RNF126	RN126_HUMAN	1	1	1	False	13676,5927734375	7806,5322265625	8937,3408203125	NaN	3009,537353515625	NaN	2173,80517578125	NaN	NaN	NaN	NaN	NaN	3079,5830078125	1662,8629150390625	817,432373046875	1293,5714111328125	1776,025634765625	NaN	316,2013854980469	NaN	NaN	NaN	NaN	NaN
Q9BVC6	TMEM109	Homo sapiens	Transmembrane protein 109	TM109_HUMAN	1	1	1	False	288687,15625	134545,09375	300476,375	284655,34375	171810,171875	356343,53125	418107	168641,796875	132830,0625	107577,484375	154284,984375	244774,359375	9328,078125	10998,158203125	6346,32177734375	16529,9921875	7659,12939453125	13460,55078125	20756,494140625	17984,32421875	6136,62646484375	20696,96875	19832,8359375	7982,4599609375
Q9BVG4	PBDC1	Homo sapiens	Protein PBDC1	PBDC1_HUMAN	3	3	3	False	46176,59765625	40472,1484375	39484,98828125	56192,86328125	31372,97265625	54810,1875	28658,162109375	38221,6953125	4600,13232421875	60801,60546875	32101,255859375	18671,609375	7317,96923828125	3832,49658203125	3431,774169921875	6960,10107421875	2591,220458984375	4372,5654296875	4594,69140625	4989,18994140625	516,862060546875	4056,288330078125	1733,7666015625	590,8375244140625
Q9BVJ7	DUSP23	Homo sapiens	Dual specificity protein phosphatase 23	DUS23_HUMAN	2	2	2	False	18320,7109375	16020,2373046875	9410,7548828125	6749,50830078125	9037,8095703125	8920,7177734375	2762,21728515625	11377,3935546875	6875,33447265625	20811,8125	5873,71923828125	10554,7119140625	8192,470703125	2866,119384765625	2893,98828125	3915,1923828125	1992,3062744140625	4524,9208984375	2576,650634765625	1654,7626953125	1689,2154541015625	2011,161376953125	838,8094482421875	1,2394143342971802
Q9BVK6	TMED9	Homo sapiens	Transmembrane emp24 domain-containing protein 9	TMED9_HUMAN	1	1	1	False	2780,791015625	2771,769775390625	631,9688720703125	1144,0745849609375	1956,76806640625	NaN	2486,044677734375	2816,16552734375	NaN	NaN	NaN	NaN	2199,13427734375	910,185302734375	713,512939453125	1706,477294921875	824,0971069335938	NaN	1784,485595703125	1345,0506591796875	2461,333740234375	923,0028686523438	2133,611572265625	NaN
Q9BW83;Q9BW83-2	IFT27	Homo sapiens	Intraflagellar transport protein 27 homolog;Isoform 2 of Intraflagellar transport protein 27 homolog	IFT27_HUMAN	2	2	2	False	18909,046875	9770,552734375	14620,4091796875	3952,5126953125	10860,46875	7773,6640625	14248,19921875	8738,0390625	8255,2919921875	7432,435546875	11365,1943359375	NaN	3900,232177734375	2554,347900390625	1900,3428955078125	2016,9078369140625	3394,19189453125	2936,772705078125	3040,388671875	1541,693115234375	1203,2945556640625	1927,1435546875	1554,9285888671875	NaN
Q9BW91;Q9BW91-2	NUDT9	Homo sapiens	ADP-ribose pyrophosphatase, mitochondrial;Isoform 2 of ADP-ribose pyrophosphatase, mitochondrial	NUDT9_HUMAN	4	4	4	False	23551,015625	16630,8984375	57837,23046875	14804,595703125	14958,0537109375	24057,50390625	17637,33203125	22028,619140625	14733,2890625	18151,794921875	19143,01953125	17517,04296875	4800,36328125	3796,397216796875	5076,36865234375	2557,33740234375	4934,31591796875	4180,7685546875	3246,6259765625	2212,595947265625	4434,97509765625	1615,763427734375	2355,447021484375	2322,044677734375
Q9BWD1;Q9BWD1-2	ACAT2	Homo sapiens	Acetyl-CoA acetyltransferase, cytosolic;Isoform 2 of Acetyl-CoA acetyltransferase, cytosolic	THIC_HUMAN	5	5	5	False	2075,299072265625	4909,77734375	2255,212890625	3629,186279296875	10412,5517578125	5474,39404296875	4431,38134765625	5410,9384765625	12416,5810546875	3594,074462890625	5507,1796875	33828,41015625	888,5996704101562	1961,255126953125	1333,8157958984375	704,5676879882812	3318,4296875	1789,2266845703125	918,6250610351562	1740,393798828125	4108,13037109375	968,6727294921875	3801,220947265625	1832,3265380859375
Q9BWM7	SFXN3	Homo sapiens	Sideroflexin-3	SFXN3_HUMAN	2	2	2	False	13236,93359375	26611,583984375	14387,1064453125	48405,1875	19814,447265625	16102,642578125	48503,5078125	15102,3544921875	20220,392578125	28267,7578125	9829,8583984375	8527,65234375	7262,63720703125	5085,404296875	6064,77880859375	5551,9248046875	3727,24560546875	6848,05419921875	5844,6123046875	5953,087890625	3708,019775390625	6979,08984375	4159,201171875	5900,11474609375
Q9BWS9;Q9BWS9-3	CHID1	Homo sapiens	Chitinase domain-containing protein 1;Isoform 3 of Chitinase domain-containing protein 1	CHID1_HUMAN	6	6	6	False	41912,5859375	82436,078125	48622,9296875	69266,625	77297,90625	39070,64453125	84626,203125	74956,2890625	64158,7890625	71059,7890625	99622,859375	55939,03515625	7397,56396484375	14642,55859375	11209,28125	15466,638671875	12430,779296875	8871,7294921875	11601,7744140625	14862,04296875	12320,6484375	12270,720703125	15875,1552734375	17478,919921875
Q9BX40;Q9BX40-2	LSM14B	Homo sapiens	Protein LSM14 homolog B;Isoform 2 of Protein LSM14 homolog B	LS14B_HUMAN	1	1	1	False	8667,486328125	5377,408203125	10216,6015625	9969,421875	7455,94873046875	8866,28125	8187,87353515625	3218,55615234375	5205,1943359375	9892,6318359375	NaN	NaN	3825,031494140625	1670,9976806640625	2898,58056640625	1691,4315185546875	1519,06591796875	2484,623291015625	1651,6815185546875	1312,964599609375	1514,86181640625	2086,161376953125	972,490966796875	NaN
Q9BX67;Q9BX67-2	JAM3	Homo sapiens	Junctional adhesion molecule C;Isoform 2 of Junctional adhesion molecule C	JAM3_HUMAN	1	1	1	True	17574,79296875	NaN	21483,921875	41545,10546875	NaN	NaN	31270,708984375	22225,208984375	17335,91015625	19799,51171875	NaN	NaN	16185,6396484375	17935,333984375	18883,826171875	21748,41796875	18808,837890625	26283,955078125	20608,3515625	22846,697265625	22318,974609375	27993,162109375	26482,728515625	31056,822265625
Q9BX68	HINT2	Homo sapiens	Histidine triad nucleotide-binding protein 2, mitochondrial	HINT2_HUMAN	2	2	2	True	38292,34765625	30646,515625	17486,234375	47046,48046875	15872,7841796875	6809,86962890625	19245,22265625	13494,681640625	30330,154296875	12652,892578125	NaN	17573,83984375	12818,46875	17587,62890625	12201,783203125	11951,62109375	10161,1142578125	3947,57861328125	184,0118408203125	5035,9267578125	4790,7607421875	1526,6212158203125	NaN	2023,0606689453125
Q9BXF6	RAB11FIP5	Homo sapiens	Rab11 family-interacting protein 5	RFIP5_HUMAN	2	2	2	False	2535,365234375	NaN	354,14080810546875	1917,07763671875	NaN	739,4769287109375	501,4655456542969	48993,90234375	1806,217529296875	4690,78857421875	NaN	820,6311645507812	7450,69482421875	3348,979248046875	5595,88671875	4047,11962890625	4168,94482421875	4502,10302734375	6843,6435546875	4271,92626953125	5150,392578125	4047,476806640625	3825,14013671875	3682,099853515625
Q9BXJ0	C1QTNF5	Homo sapiens	Complement C1q tumor necrosis factor-related protein 5	C1QT5_HUMAN	1	1	1	False	41218,0859375	102791,1484375	72244,046875	107119,0078125	74079,0078125	75430,734375	68656,515625	137931,21875	129506,8671875	56905,7109375	108090,2421875	223987,203125	17585,037109375	55349,2109375	23057,287109375	52281,3671875	33669,9609375	41339,90625	35927,64453125	60153,2890625	52491,21484375	39859,92578125	52479,6875	74677,890625
Q9BXJ1;Q9BXJ1-2	C1QTNF1	Homo sapiens	Complement C1q tumor necrosis factor-related protein 1;Isoform 2 of Complement C1q tumor necrosis factor-related protein 1	C1QT1_HUMAN	1	1	1	False	NaN	NaN	4188,962890625	488,7317199707031	904,7772827148438	NaN	2262,650390625	NaN	7075,7666015625	4821,69970703125	7677,73388671875	25,91988754272461	1339,5087890625	1738,697021484375	738,6656494140625	2547,50439453125	2266,34765625	NaN	1587,012451171875	NaN	2006,9686279296875	2077,632568359375	3420,783203125	2355,708984375
Q9BXJ4;Q9BXJ4-2;Q9BXJ4-3	C1QTNF3	Homo sapiens	Complement C1q tumor necrosis factor-related protein 3;Isoform 2 of Complement C1q tumor necrosis factor-related protein 3;Isoform 3 of Complement C1q tumor necrosis factor-related protein 3	C1QT3_HUMAN	1	1	1	False	9584,1103515625	11527,18359375	9889,9423828125	13653,2705078125	NaN	NaN	NaN	7704,9013671875	5810,326171875	11329,08203125	7157,56103515625	15729,9658203125	NaN	445,1365661621094	NaN	NaN	NaN	NaN	NaN	NaN	622,5502319335938	477,96466064453125	495,85614013671875	910,6007690429688
Q9BXP5;Q9BXP5-2;Q9BXP5-3;Q9BXP5-4;Q9BXP5-5	SRRT	Homo sapiens	Serrate RNA effector molecule homolog;Isoform 2 of Serrate RNA effector molecule homolog;Isoform 3 of Serrate RNA effector molecule homolog;Isoform 4 of Serrate RNA effector molecule homolog;Isoform 5 of Serrate RNA effector molecule homolog	SRRT_HUMAN	2	2	2	False	8461,79296875	2906,612548828125	NaN	35883,30078125	NaN	NaN	NaN	NaN	NaN	3515,388916015625	NaN	NaN	7364,59521484375	1900,561767578125	NaN	7874,1181640625	NaN	NaN	NaN	NaN	NaN	398,1246643066406	NaN	NaN
Q9BXS5;Q9BXS5-2	AP1M1	Homo sapiens	AP-1 complex subunit mu-1;Isoform 2 of AP-1 complex subunit mu-1	AP1M1_HUMAN	3	3	3	False	11912,9580078125	7965,966796875	4159,51611328125	9329,3095703125	8070,1484375	5524,6748046875	8641,982421875	4380,6826171875	5217,8876953125	6879,79736328125	19701,2890625	12923,40234375	5054,71875	4724,73828125	4525,4140625	3164,196044921875	6547,615234375	4437,33837890625	5731,74609375	4339,75439453125	7034,90087890625	4312,953125	5174,978515625	5920,06298828125
Q9BXX0	EMILIN2	Homo sapiens	EMILIN-2	EMIL2_HUMAN	36	37	41	False	269435,15625	314393,1875	245520,53125	383957,25	313091	251691,1875	372796,34375	310533,8125	356222,375	375140,84375	405316,1875	328589,09375	98842,9140625	107901,4609375	99661,7421875	153883,171875	124670,0078125	103204,6953125	137939,75	128769,84375	142478,25	149863,046875	155307,15625	124097,4453125
Q9BY32;Q9BY32-3	ITPA	Homo sapiens	Inosine triphosphate pyrophosphatase;Isoform 3 of Inosine triphosphate pyrophosphatase	ITPA_HUMAN	1	1	1	False	38460,50390625	16151,7421875	23422,37890625	24276,83203125	15621,2607421875	26303,91796875	8909,84765625	23781,669921875	13510,341796875	12184,435546875	24254,0390625	16036,5625	4189,15478515625	3219,389404296875	2939,931640625	2496,71435546875	2915,327880859375	4127,07861328125	2051,962890625	3090,533935546875	2341,906494140625	2519,87158203125	2318,01416015625	1757,6654052734375
Q9BY43;Q9BY43-2	CHMP4A	Homo sapiens	Charged multivesicular body protein 4a;Isoform 2 of Charged multivesicular body protein 4a	CHM4A_HUMAN	1	1	1	False	6110,53125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4414,451171875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9BY44;Q9BY44-4	EIF2A	Homo sapiens	Eukaryotic translation initiation factor 2A;Isoform 4 of Eukaryotic translation initiation factor 2A	EIF2A_HUMAN	7	7	7	True	48961,00390625	29588,623046875	23645,291015625	16092,884765625	22011,392578125	31700,66015625	29855,884765625	14596,0498046875	37877,62890625	17677,587890625	12931,595703125	14046,177734375	4347,060546875	2887,669677734375	3557,462890625	2036,1124267578125	3569,325439453125	3090,99853515625	2133,981201171875	2055,72705078125	4403,81201171875	1613,8834228515625	1938,730224609375	1606,0712890625
Q9BY76	ANGPTL4	Homo sapiens	Angiopoietin-related protein 4	ANGL4_HUMAN	8	9	11	False	111529,8515625	98034,9609375	72655,5390625	111031,7265625	96541,75	73108,3125	188674,203125	88895,8671875	83044,9296875	165161,546875	97356,5390625	99488,4921875	15231,265625	16477,255859375	12478,166015625	19898,185546875	16096,4375	10945,1591796875	31121,69921875	13495,8974609375	14138,15625	19115,224609375	15682,486328125	14258,4765625
Q9BYC5	FUT8	Homo sapiens	Alpha-(1,6)-fucosyltransferase	FUT8_HUMAN	5	5	5	False	11060,5048828125	15836,15625	13163,826171875	12354,46484375	10782,4482421875	6092,80078125	10243,9169921875	8423,9609375	6732,2998046875	3377,64306640625	11715,603515625	4417,181640625	7828,84521484375	7694,3974609375	7602,171875	7925,46142578125	4417,724609375	6500,53955078125	4776,578125	7954,884765625	4164,32568359375	4453,35595703125	5250,95947265625	6565,34765625
Q9BYN0	SRXN1	Homo sapiens	Sulfiredoxin-1	SRXN1_HUMAN	1	1	1	False	3749,69140625	8417,884765625	2211,64306640625	4476,11181640625	2723,84765625	NaN	NaN	5554,27392578125	NaN	NaN	NaN	NaN	2211,92041015625	1536,1248779296875	537,9381713867188	1608,962890625	1475,5130615234375	1898,762939453125	1978,9415283203125	803,4199829101562	2585,808837890625	930,16259765625	958,7965087890625	NaN
Q9BYT8	NLN	Homo sapiens	Neurolysin, mitochondrial	NEUL_HUMAN	6	6	6	False	21363,25	18174,306640625	21168,75	11954,6318359375	16935,705078125	13389,5390625	12943,3359375	11159,3828125	20855,419921875	17267,833984375	14141,1572265625	14391,5185546875	5519,2431640625	5697,89208984375	4861,90380859375	3759,15625	7562,7197265625	4020,710205078125	4916,72119140625	3991,653076171875	7670,53564453125	4805,3818359375	5612,2216796875	4220,076171875
Q9BZE9;Q9BZE9-2;Q9BZE9-3;Q9BZE9-4	ASPSCR1	Homo sapiens	Tether containing UBX domain for GLUT4;Isoform 2 of Tether containing UBX domain for GLUT4;Isoform 3 of Tether containing UBX domain for GLUT4;Isoform 4 of Tether containing UBX domain for GLUT4	ASPC1_HUMAN	1	1	1	False	6193,91162109375	6905,3212890625	6795,93212890625	14059,6337890625	4268,99169921875	NaN	NaN	6833,9912109375	NaN	NaN	NaN	3367,97314453125	5850,46728515625	4337,130859375	7956,236328125	6543,576171875	7580,638671875	8022,74462890625	5271,880859375	5867,75439453125	6374,47216796875	5139,38671875	5416,46875	5306,8017578125
Q9BZF9;Q9BZF9-2	UACA	Homo sapiens	Uveal autoantigen with coiled-coil domains and ankyrin repeats;Isoform 2 of Uveal autoantigen with coiled-coil domains and ankyrin repeats	UACA_HUMAN	2	2	2	False	3475,5732421875	1357,3450927734375	2610,2578125	957,2279052734375	3292,75927734375	7270,60791015625	2723,265625	1498,232421875	903,383544921875	2168,4501953125	1711,9661865234375	1521,69287109375	1013,0884399414062	586,8323364257812	442,0785217285156	NaN	NaN	647,4194946289062	1682,2969970703125	NaN	1033,7974853515625	783,4222412109375	1955,090087890625	414,0215759277344
Q9BZK7	TBL1XR1	Homo sapiens	F-box-like/WD repeat-containing protein TBL1XR1	TBL1R_HUMAN	3	3	3	True	36915,84375	17205,775390625	27792,001953125	7391,11328125	13841,4541015625	9918,2177734375	22201,767578125	13280,568359375	7113,76904296875	4020,488525390625	458,4486083984375	5647,6767578125	5256,02587890625	5012,513671875	3956,244384765625	4268,3447265625	3240,811767578125	4962,0361328125	2489,4248046875	4251,27197265625	2551,046875	2834,377197265625	2258,614013671875	2352,238525390625
Q9BZL4;Q9BZL4-2;Q9BZL4-3;Q9BZL4-4;Q9BZL4-5	PPP1R12C	Homo sapiens	Protein phosphatase 1 regulatory subunit 12C;Isoform 2 of Protein phosphatase 1 regulatory subunit 12C;Isoform 3 of Protein phosphatase 1 regulatory subunit 12C;Isoform 4 of Protein phosphatase 1 regulatory subunit 12C;Isoform 5 of Protein phosphatase 1 regulatory subunit 12C	PP12C_HUMAN	1	1	1	False	4159,9287109375	NaN	NaN	11957,21484375	2768,26123046875	NaN	7997,126953125	NaN	5219,35302734375	5065,3828125	9922,0966796875	NaN	3088,34228515625	2752,740234375	3559,064697265625	2452,542724609375	3319,15087890625	2905,679931640625	4847,59423828125	3039,810791015625	2813,63232421875	5311,92041015625	3491,22607421875	NaN
Q9BZM5	ULBP2	Homo sapiens	UL16-binding protein 2	ULBP2_HUMAN	4	4	4	True	37382,40625	75015,78125	64233,33984375	63660,95703125	59875,9140625	79769,8515625	88867,8984375	78532,6015625	102249,4296875	76744,3046875	110162	103168,4765625	12600,5576171875	22674,798828125	22030,39453125	23342,708984375	23707,337890625	26202,8984375	24242,5859375	31316,9296875	30310,279296875	27564,966796875	36554,1328125	42096,28125
Q9BZP6;Q9BZP6-2;Q9BZP6-3	CHIA	Homo sapiens	Acidic mammalian chitinase;Isoform 2 of Acidic mammalian chitinase;Isoform 3 of Acidic mammalian chitinase	CHIA_HUMAN	1	1	1	False	19213,658203125	35027,2109375	NaN	13439,4189453125	32402,3515625	NaN	18465,18359375	34586,21875	26165,08984375	NaN	17458,845703125	73899,3671875	641,6024780273438	771,2200927734375	NaN	1177,9239501953125	2058,649658203125	NaN	976,992919921875	58,453731536865234	811,6815795898438	NaN	1175,9547119140625	2535,838134765625
Q9BZZ5;Q9BZZ5-2;Q9BZZ5-3	API5	Homo sapiens	Apoptosis inhibitor 5;Isoform 2 of Apoptosis inhibitor 5;Isoform 3 of Apoptosis inhibitor 5	API5_HUMAN	4	4	4	True	18428,439453125	3818,83349609375	8513,8271484375	5249,6201171875	4839,56298828125	4925,6923828125	7028,6875	16209,5146484375	NaN	7278,98681640625	3823,4130859375	NaN	7065,765625	4395,7373046875	4351,70263671875	4146,66796875	2722,734375	6513,0537109375	1813,4622802734375	2970,945556640625	480,7161865234375	2726,914794921875	977,5555419921875	1,151092290878296
Q9C005	DPY30	Homo sapiens	Protein dpy-30 homolog	DPY30_HUMAN	1	1	1	False	NaN	NaN	8800,150390625	3427,650634765625	5301,068359375	12779,5478515625	6206,58984375	19,352052688598633	5475,42919921875	1810,9210205078125	2720,568115234375	2444,90625	2846,378662109375	1035,9052734375	2291,877197265625	1544,685546875	2479,279052734375	3706,097412109375	1240,0211181640625	1080,76806640625	2800,55810546875	2636,059326171875	1843,188720703125	2389,18115234375
Q9C0B1	FTO	Homo sapiens	Alpha-ketoglutarate-dependent dioxygenase FTO	FTO_HUMAN	3	3	3	True	22521,05859375	11998,5673828125	6180,4541015625	9768,7998046875	8140,2041015625	12293,056640625	11651,859375	5453,1298828125	NaN	5395,54443359375	1607,8145751953125	NaN	8980,5302734375	4242,16943359375	3773,3408203125	4334,923828125	3227,6259765625	3837,3544921875	2908,041015625	3031,261962890625	737,9353637695312	2907,4306640625	1441,5693359375	NaN
Q9C0B2;Q9C0B2-2	CFAP74	Homo sapiens	Cilia- and flagella-associated protein 74;Isoform 2 of Cilia- and flagella-associated protein 74	CFA74_HUMAN	1	1	1	False	46282944	72604920	50643648	70132864	51351948	46715752	22539040	64622868	56571820	38165968	54684232	80384200	4237763	6643957,5	4049692,25	6658704	4170364,5	4698947,5	2458017	5850564,5	5296594,5	4483719	5355043	7248536,5
Q9C0B5;Q9C0B5-2	ZDHHC5	Homo sapiens	Palmitoyltransferase ZDHHC5;Isoform 2 of Palmitoyltransferase ZDHHC5	ZDHC5_HUMAN	1	1	1	False	12810,5986328125	NaN	22196,08203125	NaN	34821,25	NaN	24420,513671875	NaN	68093,9375	NaN	32075,57421875	50274,96875	395,7398376464844	NaN	719,1863403320312	NaN	427,2748107910156	NaN	756,8810424804688	NaN	1576,1016845703125	NaN	665,03662109375	1269,7596435546875
Q9C0C2	TNKS1BP1	Homo sapiens	182 kDa tankyrase-1-binding protein	TB182_HUMAN	42	43	43	False	133588,46875	122348,0625	129028,078125	126952,6796875	103304,0234375	130225,125	135333,859375	115158,078125	87692,0390625	102021,171875	92772,5546875	111899,4140625	54887,94921875	41158,765625	54855,94140625	50008,734375	41056,83203125	52584,5703125	55471,578125	44222,0703125	35160,1328125	51402,3125	39312,375	38190,4765625
