PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ADIPO_ASC_WT_WCL_WO_1.raw.PG.MS1Quantity	[2] ADIPO_ASC_WT_WCL_WO_2.raw.PG.MS1Quantity	[3] ADIPO_ASC_WT_WCL_WO_3.raw.PG.MS1Quantity	[4] ADIPO_ASC_WT_WCL_Light_1.raw.PG.MS1Quantity	[5] ADIPO_ASC_WT_WCL_Light_2.raw.PG.MS1Quantity	[6] ADIPO_ASC_WT_WCL_Light_3.raw.PG.MS1Quantity	[7] ADIPO_ASC_TLR10_LOV_WCL_WO_1.raw.PG.MS1Quantity	[8] ADIPO_ASC_TLR10_LOV_WCL_WO_2.raw.PG.MS1Quantity	[9] ADIPO_ASC_TLR10_LOV_WCL_WO_3.raw.PG.MS1Quantity	[10] ADIPO_ASC_TLR10_LOV_WCL_Light_1.raw.PG.MS1Quantity	[11] ADIPO_ASC_TLR10_LOV_WCL_Light_2.raw.PG.MS1Quantity	[12] ADIPO_ASC_TLR10_LOV_WCL_Light_3.raw.PG.MS1Quantity	[1] ADIPO_ASC_WT_WCL_WO_1.raw.PG.MS2Quantity	[2] ADIPO_ASC_WT_WCL_WO_2.raw.PG.MS2Quantity	[3] ADIPO_ASC_WT_WCL_WO_3.raw.PG.MS2Quantity	[4] ADIPO_ASC_WT_WCL_Light_1.raw.PG.MS2Quantity	[5] ADIPO_ASC_WT_WCL_Light_2.raw.PG.MS2Quantity	[6] ADIPO_ASC_WT_WCL_Light_3.raw.PG.MS2Quantity	[7] ADIPO_ASC_TLR10_LOV_WCL_WO_1.raw.PG.MS2Quantity	[8] ADIPO_ASC_TLR10_LOV_WCL_WO_2.raw.PG.MS2Quantity	[9] ADIPO_ASC_TLR10_LOV_WCL_WO_3.raw.PG.MS2Quantity	[10] ADIPO_ASC_TLR10_LOV_WCL_Light_1.raw.PG.MS2Quantity	[11] ADIPO_ASC_TLR10_LOV_WCL_Light_2.raw.PG.MS2Quantity	[12] ADIPO_ASC_TLR10_LOV_WCL_Light_3.raw.PG.MS2Quantity
Q969G5	CAVIN3	Homo sapiens	Caveolae-associated protein 3	CAVN3_HUMAN	14	14	16	False	4841154,5	5455268,5	4473875,5	4715688	4303804,5	4245920,5	4766931	4651478	5055286	4507811	4019843	4445808	1327434,5	1308835,625	1122007,25	1255767,5	1146432,125	1060518	1334948,5	1204634,375	1237378,75	1153482,625	1132849	1183930,375
Q969G6	RFK	Homo sapiens	Riboflavin kinase	RIFK_HUMAN	3	3	4	False	51404,15625	58574,984375	48592,84765625	57101,59765625	33159,859375	53915,20703125	49057,91015625	48632,39453125	35116,78125	92795,75	43855,55859375	51975,8828125	7094,54443359375	5482,88818359375	4092,1796875	6026,23486328125	4711,40966796875	4678,34814453125	6409,18896484375	3674,196044921875	4049,41064453125	6710,23828125	4907,51953125	5854,671875
Q969H8	MYDGF	Homo sapiens	Myeloid-derived growth factor	MYDGF_HUMAN	8	9	12	False	6599471,5	5601527,5	6224449,5	6864969	6823536,5	6654423	8542794	7561225	7366514,5	6934899	6958243,5	8138078	1456278	1082476,5	1365352	1647469,875	1406872,5	1524160,125	1566669,25	1607975,5	1473715,625	1622708,5	1484097,5	1613656,875
Q969J2;Q9BRR0	ZKSCAN4;ZKSCAN3	Homo sapiens	Zinc finger protein with KRAB and SCAN domains 4;Zinc finger protein with KRAB and SCAN domains 3	ZKSC4_HUMAN;ZKSC3_HUMAN	1	1	1	False	NaN	1,471653699874878	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2435,252685546875	NaN	1316,8138427734375	2860,796630859375	NaN	NaN	NaN	NaN	NaN	1995,2640380859375	NaN
Q969J3	BORCS5	Homo sapiens	BLOC-1-related complex subunit 5	BORC5_HUMAN	6	6	6	False	106848,5703125	145462,8125	119364,796875	90822,8671875	76394,4609375	54959,140625	142355,90625	97008,2734375	105225,7265625	39207,8984375	64095,796875	50546,71484375	30168,021484375	29349,568359375	23807,224609375	23891,705078125	28476,255859375	24238,5859375	24886,064453125	25215,693359375	26056,5	25968,060546875	25944,81640625	23487,34765625
Q969K3;Q969K3-2	RNF34	Homo sapiens	E3 ubiquitin-protein ligase RNF34;Isoform 2 of E3 ubiquitin-protein ligase RNF34	RNF34_HUMAN	3	3	3	True	494485,5625	51689,890625	25889,375	54678,63671875	69500,40625	54599,50390625	61875,265625	22776,134765625	42995,3359375	40890,015625	36831,76953125	31167,12890625	5140,67333984375	6511,3505859375	6911,27587890625	6170,22412109375	8024,919921875	5715,15771484375	4467,62841796875	4621,890625	3781,731201171875	6144,85693359375	3600,117919921875	6953,91357421875
Q969M1	TOMM40L	Homo sapiens	Mitochondrial import receptor subunit TOM40B	TM40L_HUMAN	2	2	2	False	NaN	54765,68359375	NaN	481048,125	35177,3203125	3833,011474609375	61096,92578125	31063,8125	95300,4375	NaN	257394,5625	NaN	NaN	8635,4697265625	NaN	2914,657470703125	3354,59716796875	3574,846923828125	5047,6962890625	3453,253173828125	4924,271484375	NaN	5132,38427734375	3828,301025390625
Q969M3;Q969M3-3	YIPF5	Homo sapiens	Protein YIPF5;Isoform 3 of Protein YIPF5	YIPF5_HUMAN	1	1	1	False	465174,375	401754,53125	526997,9375	495827,1875	376041,3125	466840,6875	425294,5	347648,28125	330992	466111,3125	458478,4375	485714,1875	113459,21875	117371,6875	153905,65625	152665,78125	129385,09375	128252,7734375	117915,90625	133066,578125	123997,3515625	158127,90625	124075,6796875	124149,15625
Q969M7;Q969M7-2;Q969M7-3	UBE2F	Homo sapiens	NEDD8-conjugating enzyme UBE2F;Isoform 2 of NEDD8-conjugating enzyme UBE2F;Isoform 3 of NEDD8-conjugating enzyme UBE2F	UBE2F_HUMAN	3	3	3	False	110146,609375	47431,6640625	96265,8125	78693,9609375	73540,6875	70404,234375	84419,046875	52290,2578125	61328,15234375	107645,5859375	133047,328125	127446,875	18906,64453125	15948,0322265625	17964,09765625	17540,515625	16693,1875	16323,181640625	20803,279296875	19850,560546875	20307,765625	21780,63671875	21146	19507,390625
Q969N2;Q969N2-5	PIGT	Homo sapiens	GPI transamidase component PIG-T;Isoform 5 of GPI transamidase component PIG-T	PIGT_HUMAN	16	16	19	False	201042,046875	246877,40625	247975,71875	273390,375	208347,0625	229238,3125	216680,28125	200645,953125	210203,90625	205137,625	184534,953125	203951,46875	76450,4765625	83228,4609375	67767,2578125	66636,5703125	51094,01171875	73462,109375	66064,828125	58083,0234375	56869	63399,1640625	64071,48046875	59867,25
Q969P0	IGSF8	Homo sapiens	Immunoglobulin superfamily member 8	IGSF8_HUMAN	5	5	5	False	227292,96875	396375,65625	307170,375	293830,65625	260437,5625	438316,21875	421242,40625	692210,375	377191,90625	2283572,5	429948,21875	219727,984375	10129,7890625	13309,2568359375	13561,029296875	12637,654296875	10611,484375	14873,4248046875	14049,552734375	9892,8193359375	13011,380859375	9683,49609375	12072,5	14147,623046875
Q969Q0	RPL36AL	Homo sapiens	60S ribosomal protein L36a-like	RL36L_HUMAN	3	3	3	False	155614,609375	490829,65625	407129,1875	333092,90625	362102,625	396147,8125	412514,5	447180,4375	455342,65625	382221,5	289464,625	478491,5625	96424,9140625	162150,59375	116868,3515625	111786,28125	130055,8125	156200,296875	98425,703125	134947,25	167853,609375	135148,671875	124203,390625	180597,484375
Q969Q5	RAB24	Homo sapiens	Ras-related protein Rab-24	RAB24_HUMAN	5	5	5	False	75703,6328125	69298,5546875	136203,359375	124957,3203125	101164,609375	96756,46875	124740,6484375	114901,6015625	110772,875	165649,890625	102675,90625	125927,71875	18702,451171875	22647,32421875	35144,5703125	31045,17578125	23172,05078125	29123,0234375	35661,33984375	22397,017578125	22688,58203125	30606,01953125	24226,36328125	27618,990234375
Q969R5;Q969R5-2;Q969R5-3	L3MBTL2	Homo sapiens	Lethal(3)malignant brain tumor-like protein 2;Isoform 2 of Lethal(3)malignant brain tumor-like protein 2;Isoform 3 of Lethal(3)malignant brain tumor-like protein 2	LMBL2_HUMAN	1	1	1	True	474425,6875	229387,234375	480894,46875	344349,875	412601,6875	307322,03125	396105,28125	NaN	593558,1875	577765,875	988939,9375	624443,5625	21829,150390625	9384,650390625	22002,021484375	15704,642578125	17802,4453125	16526,052734375	17464,130859375	NaN	21091,125	29347,873046875	32185,150390625	21295,759765625
Q969R8	ITFG2	Homo sapiens	KICSTOR complex protein ITFG2	ITFG2_HUMAN	6	6	6	False	114788,390625	60792,02734375	94604,0078125	76419,296875	83050,328125	129577,78125	51067,12109375	115012,5	65785,6328125	74333,1953125	85083,0390625	80140,1796875	9946,9013671875	9359,6396484375	10458,4609375	7710,6669921875	11055,794921875	6727,04638671875	8845,625	8704,5302734375	9185,8388671875	5110,11328125	8609,5830078125	6818,494140625
Q969S3	ZNF622	Homo sapiens	Zinc finger protein 622	ZN622_HUMAN	13	13	13	False	286380,53125	347051,0625	354310,15625	437409,84375	335685,625	470086,28125	285094,96875	345187,8125	406188,40625	356107,1875	296393,625	496241,03125	51115,046875	50520,18359375	50557,734375	66502,171875	53576,18359375	68850,9453125	50393,76953125	55603,23828125	60155,00390625	61596,7109375	48412,3515625	80530,0078125
Q969S9;Q969S9-3	GFM2	Homo sapiens	Ribosome-releasing factor 2, mitochondrial;Isoform 3 of Ribosome-releasing factor 2, mitochondrial	RRF2M_HUMAN	15	15	15	True	153400,625	142342,90625	203501,484375	112390,2265625	124962,2421875	133694,796875	223109,6875	195328,9375	191061,609375	119017,3359375	166715,671875	113387,3125	38171,30078125	40831,625	38724,1953125	23947,35546875	31932,310546875	25192,072265625	45831,140625	40685,796875	42445,34375	20849,509765625	36039,25	22708,236328125
Q969T3	SNX21	Homo sapiens	Sorting nexin-21	SNX21_HUMAN	9	9	11	False	282232,75	246453,9375	237522,78125	221766,515625	229668,8125	254356,765625	338368,84375	326813	294449,96875	297442,9375	356547,5	301346,75	45004,0546875	37508,74609375	41720,0546875	43551,9921875	36671,25390625	38999,68359375	51302,98828125	44648,4453125	44243,12109375	49843,5390625	41006,6796875	40268,734375
Q969T4;Q96LR5	UBE2E3;UBE2E2	Homo sapiens	Ubiquitin-conjugating enzyme E2 E3;Ubiquitin-conjugating enzyme E2 E2	UB2E3_HUMAN;UB2E2_HUMAN	3	3	3	False	378968,8125	275601,21875	339352,4375	360150,1875	321616,5	454395,125	290833,34375	257562,390625	285538,0625	434707,5625	393969,25	458774,5	96720,03125	82221,5546875	96866,625	110217,3515625	89548,3125	110428,515625	79547,7890625	78707,078125	86512,6484375	111815,5625	93904,921875	118947,375
Q969T7	NT5C3B	Homo sapiens	7-methylguanosine phosphate-specific 5'-nucleotidase	5NT3B_HUMAN	4	4	4	False	122695,984375	108798,0234375	99884,5546875	90552,9375	126203,2734375	124902,4140625	98273,921875	130803,390625	114504,9765625	100037,8515625	123086,8828125	86424,46875	14605,6005859375	13854,974609375	12787,501953125	13900,5009765625	14097,1943359375	13784,1748046875	13445,669921875	13893,0888671875	13249,7373046875	13192,5634765625	12689,109375	13863,8583984375
Q969T9	WBP2	Homo sapiens	WW domain-binding protein 2	WBP2_HUMAN	9	10	10	False	408125,125	381614	333318,78125	487264,96875	340994,34375	424420,875	361445,90625	404925,46875	370261,0625	408320	316830	452831,875	95113,0625	82089,1796875	79514,6953125	104891,3046875	80990,1796875	93503,0625	86118	87298,7578125	89094,7734375	105985,046875	83951,9921875	106616,0078125
Q969U7;Q969U7-2	PSMG2	Homo sapiens	Proteasome assembly chaperone 2;Isoform 2 of Proteasome assembly chaperone 2	PSMG2_HUMAN	6	6	6	False	166770,515625	248437,671875	127684,515625	185494,5625	139263,375	221451,890625	113037,2578125	217194,625	196661,6875	212289,796875	152684,359375	248906,03125	22822,408203125	40558,5234375	31534,26171875	30935,80859375	35215,19140625	35749,78125	22767,34765625	36780,18359375	42940,12890625	31827,55859375	33981,4140625	47351,2890625
Q969V3;Q969V3-2	NCLN	Homo sapiens	Nicalin;Isoform 2 of Nicalin	NCLN_HUMAN	20	20	24	False	637772,125	821246,6875	829252,25	761560,1875	631532,375	707783,625	1024177,9375	770451,5	717390,25	755014,0625	841087,6875	728618,4375	293522,0625	341837,1875	324600,65625	332489,28125	290220,46875	323822,59375	379546,03125	324998	340268,5625	318937,9375	331578,40625	328117,875
Q969V5	MUL1	Homo sapiens	Mitochondrial ubiquitin ligase activator of NFKB 1	MUL1_HUMAN	4	4	4	False	490570,75	512048,9375	574566,4375	556459,5	630388,3125	398334,25	334102,875	349713,4375	398017,90625	753722,0625	529260,5625	441814,28125	11004,1435546875	12983,6083984375	12814,033203125	14337,939453125	8650,375	11263,0595703125	15589,6865234375	10031,7744140625	9115,9912109375	13465,388671875	10399,9736328125	14221,2880859375
Q969V6	MRTFA	Homo sapiens	Myocardin-related transcription factor A	MRTFA_HUMAN	5	5	5	False	43148,19140625	55500,5	61770,93359375	49505,6328125	50999,83203125	50963,20703125	38436,375	26635,318359375	25421,525390625	35826,34765625	58806,23828125	26470,576171875	26736,703125	24069,375	26192,185546875	27582,193359375	29997,92578125	28294,36328125	19410,66796875	23013,58984375	21814,814453125	26950,19921875	23071,357421875	23681,60546875
Q969W3;Q969W3-2	FAM104A	Homo sapiens	Protein FAM104A;Isoform 2 of Protein FAM104A	F104A_HUMAN	1	1	1	False	0,24510736763477325	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	1,245805025100708	NaN	NaN	652,954833984375	NaN	NaN	716,1392211914062	NaN	517,203125	789,9481201171875	NaN	NaN	1560,4140625	NaN	1536,805419921875
Q969X5	ERGIC1	Homo sapiens	Endoplasmic reticulum-Golgi intermediate compartment protein 1	ERGI1_HUMAN	14	15	20	False	2406860,5	2949153,25	2767414	2824987,5	2396893,25	2295054	2800419	2330963,25	2378396,75	2896126,25	2936868,5	2701760,75	857788,6875	1008323,625	977568,5625	986118,625	873171,5	787722,5	944415,75	851977,0625	865984,8125	951360,3125	957271,1875	881236,875
Q969X6	UTP4	Homo sapiens	U3 small nucleolar RNA-associated protein 4 homolog	UTP4_HUMAN	10	10	10	False	343044,125	329621,03125	380510,90625	384420,21875	339230,59375	379079,125	265403,59375	284543,59375	277813	329899,9375	284975,78125	262183,1875	30541,01953125	28435,1875	29840,2421875	30849,888671875	26618,16796875	26520,46484375	27219,48828125	24579,53125	24976,689453125	27453,23046875	22335,083984375	27038,34765625
Q969Y2;Q969Y2-2;Q969Y2-3;Q969Y2-4	GTPBP3	Homo sapiens	tRNA modification GTPase GTPBP3, mitochondrial;Isoform 2 of tRNA modification GTPase GTPBP3, mitochondrial;Isoform 3 of tRNA modification GTPase GTPBP3, mitochondrial;Isoform 4 of tRNA modification GTPase GTPBP3, mitochondrial	GTPB3_HUMAN	7	7	7	False	328329,90625	227153,671875	296108,46875	150477,65625	187738,90625	213823,078125	183390	148857,359375	157034,703125	255381,015625	189527,796875	150487,453125	17036,71484375	16853,689453125	13774,396484375	16108,74609375	13874,970703125	13761,720703125	15619,98046875	12518,14453125	12633,931640625	11349,6044921875	13136,3955078125	11439,6796875
Q969Z0	TBRG4	Homo sapiens	FAST kinase domain-containing protein 4	FAKD4_HUMAN	10	11	11	False	174354,890625	177013,453125	229757,53125	167181,953125	145625,09375	168516,53125	312126,125	158323,75	182490,890625	86764,5234375	217489,390625	138469,015625	33827,5078125	38520,28515625	35209,2421875	26896,328125	27628,021484375	25390,0390625	32899,66015625	31223,234375	35233,07421875	29361,166015625	37102,375	24260,455078125
Q969Z3	MTARC2	Homo sapiens	Mitochondrial amidoxime reducing component 2	MARC2_HUMAN	5	5	5	True	132570,328125	131481,953125	174504,53125	138106,75	122777,8515625	110640,9765625	166399,1875	111257,421875	121853,09375	145637,0625	107346,6015625	142482,3125	25094,80859375	29041,98828125	30700,583984375	24126,775390625	24076,376953125	19808,15625	26667,025390625	15616,06640625	14327,0029296875	25610,83203125	17553,25390625	14463,2685546875
Q96A00	PPP1R14A	Homo sapiens	Protein phosphatase 1 regulatory subunit 14A	PP14A_HUMAN	2	2	2	True	139433,140625	59510,828125	80318,140625	113893,1640625	120507,7109375	122333,0859375	15792,0224609375	102338,65625	106759,796875	100778,640625	71050,8984375	115457,15625	2665,723876953125	4605,326171875	3311,603515625	1399,0718994140625	2873,41259765625	1330,28125	2511,1865234375	2029,709716796875	2320,6376953125	1293,200439453125	1944,3851318359375	1018,7953491210938
Q96A19	CCDC102A	Homo sapiens	Coiled-coil domain-containing protein 102A	C102A_HUMAN	3	3	3	False	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1112,2725830078125	NaN	3601,0224609375	862,1266479492188	NaN	NaN	3025,19970703125	NaN
Q96A26	FAM162A	Homo sapiens	Protein FAM162A	F162A_HUMAN	8	9	10	False	674824	837740,8125	771798,0625	754767,125	615908,875	745262,1875	834052,9375	732014,125	820687,8125	757032,0625	751798,3125	732703,9375	217736,84375	265048,4375	207502,484375	234959,078125	229715,9375	232050,25	242904,078125	230743,71875	245519,875	251851,4375	226140,421875	245606,390625
Q96A33	CCDC47	Homo sapiens	PAT complex subunit CCDC47	CCD47_HUMAN	16	16	19	False	363298,40625	374509,25	418052,03125	387554,46875	339943,1875	407233,875	377420,875	317472,1875	394674,6875	347521,1875	340840,03125	372451,71875	57186,34375	65000,3515625	60565,359375	63970,83203125	54538,5625	63478,78515625	64497,61328125	56830,828125	65185,46875	62056,65625	58052,28515625	63889,44921875
Q96A35	MRPL24	Homo sapiens	39S ribosomal protein L24, mitochondrial	RM24_HUMAN	12	12	13	False	313289,09375	317328,25	315008,75	285696,8125	268995,15625	207680,46875	293850,96875	254216,625	255604,734375	197478,671875	237561,640625	179771,609375	81004,09375	78979,4921875	82915,0546875	71366,7890625	69968,296875	68143,8046875	76965,671875	75192,25	78485,4765625	54678,87890625	60787,00390625	59606,52734375
Q96A49	SYAP1	Homo sapiens	Synapse-associated protein 1	SYAP1_HUMAN	11	11	12	False	663087,625	504727,875	493793	629066,25	588886,25	653626,3125	659057	617853,875	744336,375	794911,75	701575,4375	904295,4375	65902,9296875	60916,359375	60409,56640625	73953,5859375	70069,2109375	80657,3359375	77598,078125	83524,140625	85597,8515625	79884,390625	71508,515625	93397,9921875
Q96A57;Q96A57-2	TMEM230	Homo sapiens	Transmembrane protein 230;Isoform 1 of Transmembrane protein 230	TM230_HUMAN	1	1	1	False	830231,375	953743,5625	722592,0625	999430	753080,0625	717353,75	623452,5625	557700,125	517480	1170684,5	607729,125	982179,25	130193,3671875	172590,171875	169255,703125	164585,359375	127077,09375	126416,3359375	149472,9375	114619,515625	124572,6015625	159215,5625	129529,875	138026,40625
Q96A65	EXOC4	Homo sapiens	Exocyst complex component 4	EXOC4_HUMAN	27	27	28	False	178023,953125	143287,875	177950,703125	148912,75	154411,5625	144516,78125	157620,9375	190971,703125	171022,25	209102	204761,953125	178486,953125	62944,140625	54174,63671875	60695,5546875	59381,94921875	53157,89453125	59081,56640625	66628,484375	63866,23046875	62398,96875	68805,4375	72727,5703125	66120,4140625
Q96A72	MAGOHB	Homo sapiens	Protein mago nashi homolog 2	MGN2_HUMAN	10	10	11	False	404383,9375	391288,53125	501591,09375	432918,3125	364988,6875	478033,4375	331781,125	353090,28125	381517,75	388412,28125	323998,46875	422969,90625	110433,59375	100442,3125	104479,3828125	107390,4375	89737,1640625	110343,09375	87910,34375	91677,703125	99677,3359375	90634,796875	83397,3203125	108150,7109375
Q96A73;Q96A73-2	KIAA1191	Homo sapiens	Putative monooxygenase p33MONOX;Isoform 2 of Putative monooxygenase p33MONOX	P33MX_HUMAN	8	8	8	False	122302,25	87919,296875	98860,3515625	117665,734375	201835,03125	128219,359375	141188,375	129675,4140625	137092,171875	140573,96875	137560,4375	165569,234375	11189,134765625	12220,244140625	11582,3134765625	12003,654296875	14617,80859375	12820,603515625	14889,4892578125	13784,5	12861,5458984375	11586,60546875	12348,13671875	14405,958984375
Q96AA3	RFT1	Homo sapiens	Protein RFT1 homolog	RFT1_HUMAN	1	1	1	False	165345,609375	136254,921875	325107,21875	247726,28125	189006,03125	153099,9375	154900,046875	140962,28125	132709,421875	154127,875	138996,296875	176386,734375	112493,3203125	129888,21875	158264,203125	170034,375	116850,9921875	110042,6171875	127663,0625	102920,6796875	84616,609375	137941,421875	118880,59375	128689,5078125
Q96AB3;Q96AB3-2	ISOC2	Homo sapiens	Isochorismatase domain-containing protein 2;Isoform 2 of Isochorismatase domain-containing protein 2	ISOC2_HUMAN	8	8	13	False	1245174,875	1040078	1047813	1082566	982168,8125	1100126,625	1443290,375	1045103,3125	928805,25	953620,1875	1138256,125	966108,1875	99918,6328125	104394,7890625	93942,5625	91547,75	83841,2109375	86668,3671875	113707,765625	84557,4609375	83815	81890,921875	89142,734375	79955,375
Q96AB6	NTAN1	Homo sapiens	Protein N-terminal asparagine amidohydrolase	NTAN1_HUMAN	4	4	4	True	42097,375	37750,5625	57685	39574,06640625	37166,04296875	41745,39453125	30560,96875	39851,98828125	35153,94921875	22221,26953125	53673,83984375	40064,921875	11413,279296875	14511,080078125	16174,4716796875	9351,6494140625	12168,2431640625	8845,07421875	10724,38671875	10910,876953125	11119,86328125	6664,35888671875	10274,4599609375	7583,5537109375
Q96AC1;Q96AC1-3	FERMT2	Homo sapiens	Fermitin family homolog 2;Isoform 3 of Fermitin family homolog 2	FERM2_HUMAN	40	45	52	False	12039651	10918936	12497426	12256930	12336936	12296248	12914957	13609694	12204017	13157902	13941927	12368208	1648059,625	1519456	1703211,75	1608588	1570353,375	1604384,625	1732664,625	1779371,375	1605825	1782623,75	1866252,5	1626881
Q96AD5	PNPLA2	Homo sapiens	Patatin-like phospholipase domain-containing protein 2	PLPL2_HUMAN	6	7	8	True	55760,7890625	59358,56640625	45653,0546875	23789,59765625	36397,8515625	10760,68359375	100009,171875	78372,5546875	104693,9453125	28106,986328125	87547,9140625	28526,712890625	20831,037109375	19645,498046875	18669,86328125	8221,8701171875	10129,349609375	3711,480712890625	41365,22265625	38725,9609375	39891,109375	13634,28515625	35329,63671875	11598,1689453125
Q96AE4	FUBP1	Homo sapiens	Far upstream element-binding protein 1	FUBP1_HUMAN	27	27	33	False	1459840	1540569,625	1474972,75	1640161,25	1674233,75	1668462,5	1241697,875	1428987,5	1436127,625	1434548,875	1337185,125	1645802,25	543474	560246,1875	594660,625	590639,9375	639569,375	632803,5625	470528,75	516642,25	556255,1875	506617,125	502129,5	595245,75
Q96AE4-2	FUBP1	Homo sapiens	Isoform 2 of Far upstream element-binding protein 1	FUBP1_HUMAN	2	2	3	False	83549,921875	136056,953125	230048,359375	144502,328125	125369,109375	91810,703125	229716,609375	144226,5	145286,5	82471,046875	107321,921875	135894,34375	16109,9453125	19074,267578125	25353,484375	25094,55859375	23262,087890625	24819,064453125	23744,267578125	16927,095703125	20229,244140625	23722,212890625	23535,755859375	12152,8046875
Q96AE7;Q96AE7-2	TTC17	Homo sapiens	Tetratricopeptide repeat protein 17;Isoform 2 of Tetratricopeptide repeat protein 17	TTC17_HUMAN	8	8	8	False	34231,4921875	74646,078125	37835,33203125	51635,26953125	44792,13671875	41290,2265625	36504,1875	33146,265625	33478,85546875	62715,33203125	20853,126953125	31835,080078125	7445,94580078125	7657,138671875	5595,291015625	6007,8447265625	5040,24267578125	6119,1416015625	7263,94873046875	4861,7529296875	5053,6396484375	5293,62646484375	4675,53955078125	5776,57666015625
Q96AG3;Q96AG3-3	SLC25A46	Homo sapiens	Solute carrier family 25 member 46;Isoform 3 of Solute carrier family 25 member 46	S2546_HUMAN	6	6	7	False	250982,203125	232400,71875	209127,328125	206660,4375	218335,328125	163312,234375	218814,28125	208664,09375	227459,15625	256640,453125	250844,15625	221086,75	53664,08984375	56532,20703125	55255,61328125	44219,96875	42458,015625	32494,154296875	52070,56640625	45332,625	46656,49609375	47076,71484375	50649,48828125	40082,34765625
Q96AG4	LRRC59	Homo sapiens	Leucine-rich repeat-containing protein 59	LRC59_HUMAN	17	17	20	False	4029030,25	4605914	4944542	4503230	3884784	3682003,5	3725115,5	3496818,75	3549037,75	4320722	3557354,75	4231668,5	916411,4375	1037835,375	1116251	1128980,75	861076,9375	915657,6875	843591,125	873628,75	859114,625	1006540,25	860626,0625	1037817,4375
Q96AJ1	CLUAP1	Homo sapiens	Clusterin-associated protein 1	CLUA1_HUMAN	2	2	2	True	11032,9189453125	28158,80078125	24148,94140625	41456,4453125	32791,37109375	12223,650390625	38671,2265625	44953,7421875	38282,65625	7500,080078125	24999,8671875	21447,00390625	8302,4423828125	13371,48046875	35630,7265625	9672,9599609375	8399,9365234375	15079,25	4719,0087890625	10857,802734375	12913,802734375	4680,197265625	2241,5927734375	8419,4052734375
Q96AJ9;Q96AJ9-1	VTI1A	Homo sapiens	Vesicle transport through interaction with t-SNAREs homolog 1A;Isoform 1 of Vesicle transport through interaction with t-SNAREs homolog 1A	VTI1A_HUMAN	3	3	4	False	370630,375	371888,09375	455327,34375	455807,65625	417092,84375	437714,1875	348646,53125	377976,53125	315778,3125	463038,8125	362593,40625	433684,875	33152,2265625	33513,40234375	39165,87109375	38880,55859375	30878,884765625	34290,43359375	35960,4453125	32314,349609375	31101,5546875	34599,2890625	30959,580078125	37333,83203125
Q96AM1	MRGPRF	Homo sapiens	Mas-related G-protein coupled receptor member F	MRGRF_HUMAN	2	3	3	False	40326,6640625	66225,2421875	76820,8203125	84797,15625	50338,1953125	88105,7890625	68855,28125	48773,0078125	56204,0078125	89209,25	108789,4375	67006,46875	6776,12255859375	17176,125	20127,421875	20319,853515625	13507,7041015625	9098,55859375	19233,271484375	29698,548828125	19996,85546875	18791,001953125	24379,91015625	17926,765625
Q96AN5	TMEM143	Homo sapiens	Transmembrane protein 143	TM143_HUMAN	3	3	3	False	30658,802734375	34429,265625	42334,35546875	26701,09765625	30914,431640625	7519,36669921875	36601,75	17286,705078125	NaN	28165,447265625	NaN	24943,86328125	8286,029296875	7655,14306640625	5272,06640625	6164,35302734375	6935,0986328125	6057,33544921875	9664,2578125	7709,43798828125	5231,68505859375	7155,55419921875	5221,14599609375	7440,5595703125
Q96AQ6;Q96AQ6-2	PBXIP1	Homo sapiens	Pre-B-cell leukemia transcription factor-interacting protein 1;Isoform 2 of Pre-B-cell leukemia transcription factor-interacting protein 1	PBIP1_HUMAN	28	28	32	False	986749,6875	857431,1875	874848	1196613,125	840742,25	834278,3125	1169950,375	789196,875	893571,5	1185414,125	906827,875	994254	211658,046875	207915,359375	209113,421875	240312,109375	187618,859375	201720,953125	273191,53125	194862,515625	206140,625	243608,359375	197132,640625	208446,8125
Q96AQ8	MCUR1	Homo sapiens	Mitochondrial calcium uniporter regulator 1	MCUR1_HUMAN	4	4	4	True	898708,3125	665258,6875	515880,375	289959,15625	360796,84375	439818,3125	484434,65625	378928,375	308718,28125	447726,46875	501255,96875	577010,875	6336,53857421875	4972,552734375	3179,85693359375	6901,08447265625	4126,2080078125	2318,4521484375	9816,6279296875	2309,322998046875	3426,60498046875	3036,591552734375	859,3935546875	3577,715087890625
Q96AT1	KIAA1143	Homo sapiens	Uncharacterized protein KIAA1143	K1143_HUMAN	7	7	7	False	54835,67578125	36372,28515625	17959,96875	47657,17578125	66685,7421875	57389,234375	38722,875	26683,07421875	39174,3046875	57948,453125	47226,16015625	39678,515625	10965,716796875	9448,0234375	11134,0166015625	11239,546875	11848,8935546875	12235,3740234375	10145,818359375	11362,7314453125	9500,181640625	11420,951171875	10449,1328125	12399,54296875
